EngagementID,EventDateKey,PlannedDateKey,StartDateKey,EndDateKey,DepartmentKey,PlanetKey,FactionKey,EngagementTypeKey,Status,FriendlyLosses,EnemyLosses,FriendlyCraftLost,EnemyCraftLost,OrdnanceExpended,DurationHours,SuperlaserStrike,PlanetDestroyed
ENG0000529,20230817,20230810,20230817,20230818,16,7,6,6,Won,66,220,6,6,52,23.7,No,No
ENG0000530,20230818,20230814,20230818,20230819,19,11,6,1,Won,21,26,1,2,11,6.5,No,No
ENG0000531,20230820,20230811,20230820,20230823,19,12,4,3,Won,37,56,3,3,37,15.5,No,No
ENG0000532,20230821,20230807,20230821,20230821,5,12,4,5,Won,67,141,1,1,48,11.1,No,No
ENG0000533,20230822,20230804,20230822,20230822,19,11,6,1,Won,9,29,0,0,55,7.2,No,No
ENG0000534,20230823,20230818,20230823,20230823,19,0,5,2,Won,18,39,3,3,104,4.5,No,No
ENG0000535,20230824,20230819,20230824,20230826,16,10,1,6,Won,333,436,3,7,73,21.7,No,No
ENG0000536,20230826,20230823,20230826,20230828,19,13,4,1,Won,52,105,0,0,107,7.6,No,No
ENG0000537,20230827,20230810,20230827,20230829,19,0,1,1,Won,73,194,17,44,38,7.0,No,No
ENG0000538,20230828,20230825,20230828,20230831,2,14,4,7,Won,62,182,5,12,17,27.3,No,No
ENG0000539,20230829,20230817,20230829,20230829,19,11,6,3,Won,59,100,2,5,183,12.5,No,No
ENG0000540,20230830,20230823,20230830,20230831,19,11,2,2,Won,16,23,0,0,21,4.8,No,No
ENG0000541,20230831,20230819,20230831,20230905,16,8,5,8,Won,483,1267,4,7,191,16.0,No,No
ENG0000542,20230901,20230829,20230901,20230901,19,13,2,1,Won,16,33,2,2,8,2.3,No,No
ENG0000543,20230903,20230820,20230903,20230905,5,9,7,4,Won,64,138,5,13,44,3.9,No,No
ENG0000544,20230904,20230819,20230904,20230905,16,7,5,6,Won,115,311,3,4,48,6.5,No,No
ENG0000545,20230905,20230829,20230905,20230906,19,0,1,1,Won,51,123,5,12,42,2.6,No,No
ENG0000546,20230906,20230904,20230906,20230907,5,12,1,4,Won,63,84,2,3,66,7.1,No,No
ENG0000547,20230907,20230830,20230907,20230907,19,11,7,1,Won,31,105,4,7,37,2.5,No,No
ENG0000548,20230908,20230829,20230908,20230909,19,10,4,3,Lost,16,44,0,0,23,11.4,No,No
ENG0000549,20230912,20230830,20230912,20230912,19,8,4,1,Won,65,160,0,0,30,1.1,No,No
ENG0000550,20230913,20230825,20230913,20230914,19,11,5,1,Won,17,23,0,0,67,1.4,No,No
ENG0000551,20230914,20230906,20230914,20230915,19,13,7,3,Won,70,100,4,10,166,6.4,No,No
ENG0000552,20230917,20230916,20230917,20230919,19,10,4,3,Won,85,195,2,2,68,15.2,No,No
ENG0000553,20230920,20230909,20230920,20230923,19,6,1,3,Won,127,339,0,0,51,6.4,No,No
ENG0000554,20230923,20230908,20230923,20230924,2,8,1,7,Won,83,188,2,5,215,29.0,No,No
ENG0000555,20230925,20230916,20230925,20230925,19,9,4,3,Won,37,102,1,1,565,8.8,No,No
ENG0000556,20230929,20230914,20230929,20230929,19,7,6,2,Won,3,8,7,12,36,3.2,No,No
ENG0000557,20231001,20230915,20231001,20231004,19,12,5,3,Won,291,1118,3,4,25,8.2,No,No
ENG0000558,20231002,20230916,20231002,20231002,16,12,6,6,Aborted,78,104,3,4,156,3.3,No,No
ENG0000559,20231003,20230926,20231003,20231005,19,7,4,1,Won,35,110,1,1,43,5.3,No,No
ENG0000560,20231004,20231002,20231004,20231005,19,6,2,3,Won,76,195,6,16,24,14.2,No,No
ENG0000561,20231005,20230930,20231005,20231007,19,7,4,1,Won,19,72,0,0,17,4.6,No,No
ENG0000562,20231006,20231004,20231006,20231007,2,13,2,7,Won,30,73,6,15,88,12.7,No,No
ENG0000563,20231008,20230921,20231008,20231008,19,13,0,2,Won,7,0,10,0,17,2.3,No,No
ENG0000564,20231009,20230929,20231009,20231011,19,14,4,3,Won,86,183,3,6,19,4.5,No,No
ENG0000565,20231009,20230927,20231009,20231011,19,11,6,1,Won,28,91,1,1,32,7.6,No,No
ENG0000566,20231010,20231004,20231010,20231010,19,13,7,3,Won,9,25,18,38,44,2.1,No,No
ENG0000567,20231011,20231001,20231011,20231011,19,12,0,2,Won,15,0,4,0,47,2.0,No,No
ENG0000568,20231012,20231005,20231012,20231013,5,14,1,5,Won,945,1595,5,5,67,2.7,No,No
ENG0000569,20231013,20230925,20231013,20231013,19,12,2,1,Won,110,151,2,5,32,4.9,No,No
ENG0000570,20231013,20230930,20231013,20231013,5,8,2,4,Won,46,156,11,29,28,5.9,No,No
ENG0000571,20231014,20230924,20231014,20231014,19,12,4,2,Won,31,79,1,2,9,3.4,No,No
ENG0000572,20231015,20231014,20231015,20231019,16,8,2,6,Won,72,143,3,7,590,8.8,No,No
ENG0000573,20231015,20231010,20231015,20231017,5,11,5,5,Won,46,88,3,4,222,12.8,No,No
ENG0000574,20231018,20231007,20231018,20231020,19,13,4,2,Won,58,118,3,5,29,7.5,No,No
ENG0000575,20231019,20231018,20231019,20231021,5,6,1,4,Won,119,460,4,9,22,5.7,No,No
ENG0000576,20231020,20231012,20231020,20231022,19,8,2,3,Won,97,259,0,0,66,6.7,No,No
ENG0000577,20231021,20231007,20231021,20231024,19,11,1,3,Won,55,80,0,0,1224,13.4,No,No
ENG0000578,20231022,20231006,20231022,20231024,5,13,1,4,Won,141,359,1,1,18,11.3,No,No
ENG0000579,20231026,20231015,20231026,20231029,16,12,5,6,Won,156,257,4,5,69,3.8,No,No
ENG0000580,20231027,20231012,20231027,20231029,19,8,2,1,Won,29,79,0,0,50,4.1,No,No
ENG0000581,20231028,20231008,20231028,20231029,19,0,0,2,Won,17,0,4,0,123,5.3,No,No
ENG0000582,20231029,20231010,20231029,20231101,19,8,1,3,Won,30,119,2,3,99,11.7,No,No
ENG0000583,20231030,20231013,20231030,20231102,19,6,1,3,Won,32,59,16,35,116,11.0,No,No
ENG0000584,20231031,20231028,20231031,20231102,19,14,5,3,Won,56,74,1,1,28,10.8,No,No
ENG0000585,20231101,20231013,20231101,20231105,16,14,4,6,Aborted,134,382,4,11,80,9.5,No,No
ENG0000586,20231102,20231023,20231102,20231102,19,0,3,1,Won,12,19,0,0,53,7.9,No,No
ENG0000587,20231104,20231022,20231104,20231106,19,13,4,3,Won,144,182,2,3,81,15.9,No,No
ENG0000588,20231105,20231031,20231105,20231107,5,10,4,5,Won,46,62,1,2,12,5.4,No,No
ENG0000589,20231107,20231025,20231107,20231107,19,7,4,1,Won,36,139,1,2,15,2.6,No,No
ENG0000590,20231108,20231107,20231108,20231111,19,7,1,3,Lost,158,515,4,9,89,12.6,No,No
ENG0000591,20231109,20231101,20231109,20231109,5,8,5,4,Won,16,52,1,1,142,7.5,No,No
ENG0000592,20231112,20231106,20231112,20231113,19,8,5,1,Won,18,27,2,4,24,2.1,No,No
ENG0000593,20231113,20231026,20231113,20231113,19,12,5,2,Won,95,140,3,8,180,5.5,No,No
ENG0000594,20231115,20231031,20231115,20231115,19,13,2,1,Won,60,225,3,5,11,5.1,No,No
ENG0000595,20231117,20231115,20231117,20231117,5,12,4,4,Won,119,463,0,0,26,11.5,No,No
ENG0000596,20231119,20231105,20231119,20231119,19,12,5,1,Won,55,92,2,5,27,1.8,No,No
ENG0000597,20231120,20231031,20231120,20231120,5,14,4,4,Won,123,363,5,5,72,16.0,No,No
ENG0000598,20231122,20231111,20231122,20231122,5,7,1,4,Won,150,188,2,3,283,12.9,No,No
ENG0000599,20231126,20231125,20231126,20231128,19,7,4,1,Won,12,31,2,3,53,4.5,No,No
ENG0000600,20231127,20231113,20231127,20231129,19,8,6,1,Won,62,146,6,10,44,6.2,No,No
ENG0000601,20231129,20231122,20231129,20231201,19,0,0,1,Won,7,0,1,0,21,3.0,No,No
ENG0000602,20231201,20231112,20231201,20231201,16,12,1,6,Won,39,48,3,4,207,20.1,No,No
ENG0000603,20231202,20231113,20231202,20231204,5,11,1,4,Aborted,268,596,1,2,223,15.5,No,No
ENG0000604,20231204,20231203,20231204,20231206,5,10,4,5,Won,76,274,1,1,26,6.4,No,No
ENG0000605,20231206,20231125,20231206,20231208,19,7,2,3,Lost,124,461,3,6,13,11.4,No,No
ENG0000606,20231208,20231118,20231208,20231209,19,8,4,1,Aborted,3,10,0,0,89,2.0,No,No
ENG0000607,20231209,20231207,20231209,20231210,19,0,1,2,Won,47,128,0,0,51,2.2,No,No
ENG0000608,20231210,20231202,20231210,20231210,19,12,6,2,Won,21,77,0,0,28,7.6,No,No
ENG0000609,20231212,20231201,20231212,20231214,19,8,1,1,Won,13,36,0,0,357,6.8,No,No
ENG0000610,20231213,20231128,20231213,20231213,5,11,1,5,Won,57,209,0,0,144,6.8,No,No
ENG0000611,20231215,20231205,20231215,20231217,5,12,1,4,Won,81,170,4,7,37,12.0,No,No
ENG0000612,20231216,20231210,20231216,20231216,19,7,1,2,Won,77,298,0,0,134,7.2,No,No
ENG0000613,20231218,20231206,20231218,20231218,19,12,1,1,Won,41,69,4,10,37,7.2,No,No
ENG0000614,20231219,20231214,20231219,20231220,19,13,0,1,Won,15,0,10,0,133,1.9,No,No
ENG0000615,20231220,20231130,20231220,20231222,19,7,1,1,Aborted,23,46,2,3,33,7.6,No,No
ENG0000616,20231221,20231201,20231221,20231222,19,12,1,3,Won,21,44,8,18,32,8.5,No,No
ENG0000617,20231222,20231206,20231222,20231224,19,0,6,1,Won,15,35,0,0,73,4.7,No,No
ENG0000618,20231223,20231208,20231223,20231223,16,9,3,6,Won,86,245,8,9,98,22.0,No,No
ENG0000619,20231223,20231211,20231223,20231224,19,0,0,1,Won,18,0,1,0,19,4.8,No,No
ENG0000620,20231224,20231215,20231224,20231224,19,8,5,1,Won,33,79,1,2,27,1.6,No,No
ENG0000621,20231225,20231218,20231225,20231226,5,10,7,4,Won,45,119,22,31,14,6.9,No,No
ENG0000622,20231227,20231210,20231227,20231229,19,9,1,3,Won,85,234,1,1,62,4.8,No,No
ENG0000623,20231229,20231227,20231229,20231229,19,11,1,1,Won,46,115,5,11,59,4.7,No,No
ENG0000624,20231230,20231217,20231230,20231230,19,12,4,3,Aborted,21,42,1,1,41,11.7,No,No
ENG0000625,20231231,20231226,20231231,20240103,16,8,2,6,Won,67,209,17,45,49,17.0,No,No
ENG0000626,20240102,20231229,20240102,20240103,19,6,5,3,Lost,145,440,2,3,77,15.5,No,No
ENG0000627,20240103,20231218,20240103,20240105,19,8,4,2,Won,11,41,1,2,28,4.1,No,No
ENG0000628,20240104,20231227,20240104,20240106,16,11,5,6,Won,13,36,4,4,19,15.1,No,No
ENG0000629,20240105,20231231,20240105,20240108,5,6,5,4,Won,91,359,2,3,121,8.9,No,No
ENG0000630,20240106,20231217,20240106,20240106,16,11,6,6,Lost,198,693,2,4,46,14.2,No,No
ENG0000631,20240107,20231228,20240107,20240109,19,13,2,1,Won,13,49,7,12,9,4.2,No,No
ENG0000632,20240107,20231221,20240107,20240110,19,7,5,3,Won,13,51,1,1,66,4.1,No,No
ENG0000633,20240108,20240102,20240108,20240111,16,9,1,6,Aborted,30,36,0,0,87,23.4,No,No
ENG0000634,20240109,20231229,20240109,20240111,19,13,1,3,Won,44,91,0,0,49,7.1,No,No
ENG0000635,20240110,20240109,20240110,20240112,19,0,4,2,Won,34,115,0,0,54,4.5,No,No
ENG0000636,20240114,20240108,20240114,20240116,19,13,5,2,Won,36,101,3,3,9,7.5,No,No
ENG0000637,20240115,20231227,20240115,20240116,19,8,4,1,Won,5,7,6,15,8,1.0,No,No
ENG0000638,20240116,20240109,20240116,20240118,19,11,1,1,Won,61,228,3,3,15,3.8,No,No
ENG0000639,20240117,20240102,20240117,20240117,16,8,3,8,Lost,65,102,35,91,237,7.6,No,No
ENG0000640,20240118,20240111,20240118,20240119,19,9,1,3,Won,175,271,1,1,25,3.7,No,No
ENG0000641,20240120,20240103,20240120,20240122,19,7,0,2,Won,14,0,0,0,41,5.8,No,No
ENG0000642,20240121,20240109,20240121,20240122,19,8,0,1,Won,3,0,0,0,26,7.8,No,No
ENG0000643,20240122,20240110,20240122,20240122,19,12,5,2,Won,54,192,0,0,25,7.1,No,No
ENG0000644,20240123,20240115,20240123,20240125,16,10,1,6,Won,45,135,1,2,230,17.4,No,No
ENG0000645,20240125,20240113,20240125,20240130,16,12,2,8,Won,107,213,7,7,170,6.0,No,No
ENG0000646,20240126,20240107,20240126,20240129,5,10,7,4,Won,10,29,1,2,116,12.4,No,No
ENG0000647,20240127,20240114,20240127,20240127,19,13,4,2,Won,27,85,2,4,64,4.1,No,No
ENG0000648,20240130,20240112,20240130,20240202,19,13,1,3,Lost,183,443,0,0,71,9.6,No,No
ENG0000649,20240201,20240115,20240201,20240202,19,12,2,3,Won,114,225,4,11,207,9.1,No,No
ENG0000650,20240202,20240123,20240202,20240204,19,13,6,1,Won,9,20,7,14,28,3.8,No,No
ENG0000651,20240205,20240120,20240205,20240206,19,13,3,3,Won,69,194,3,6,316,4.8,No,No
ENG0000652,20240206,20240131,20240206,20240206,19,8,6,1,Won,22,38,3,4,36,7.1,No,No
ENG0000653,20240207,20240131,20240207,20240208,19,11,7,2,Won,19,62,0,0,96,1.9,No,No
ENG0000654,20240209,20240129,20240209,20240209,19,12,1,3,Aborted,81,284,0,0,57,2.9,No,No
ENG0000655,20240210,20240209,20240210,20240210,19,13,0,1,Won,2,0,0,0,25,3.7,No,No
ENG0000656,20240211,20240131,20240211,20240212,19,12,5,2,Won,38,126,4,5,17,7.1,No,No
ENG0000657,20240212,20240130,20240212,20240214,19,13,5,3,Won,146,231,10,11,19,6.1,No,No
ENG0000658,20240214,20240210,20240214,20240215,19,12,1,1,Won,64,225,2,5,18,7.1,No,No
ENG0000659,20240215,20240129,20240215,20240217,16,6,1,6,Won,240,673,4,5,145,15.3,No,No
ENG0000660,20240216,20240128,20240216,20240217,5,10,7,4,Won,65,255,2,4,84,4.0,No,No
ENG0000661,20240217,20240210,20240217,20240219,19,6,4,3,Won,10,25,1,1,19,6.4,No,No
ENG0000662,20240222,20240211,20240222,20240223,19,11,6,1,Won,12,16,0,0,57,2.0,No,No
ENG0000663,20240222,20240203,20240222,20240224,19,13,6,1,Won,55,208,0,0,10,2.1,No,No
ENG0000664,20240223,20240214,20240223,20240223,19,11,5,3,Lost,35,119,5,12,231,2.6,No,No
ENG0000665,20240223,20240210,20240223,20240224,5,14,6,5,Won,42,132,3,5,145,12.7,No,No
ENG0000666,20240224,20240220,20240224,20240226,5,11,3,5,Won,77,260,18,39,74,14.4,No,No
ENG0000667,20240225,20240206,20240225,20240228,16,11,5,6,Won,23,66,11,26,64,23.7,No,No
ENG0000668,20240226,20240216,20240226,20240226,19,0,2,2,Lost,17,44,1,1,144,4.8,No,No
ENG0000669,20240227,20240222,20240227,20240227,19,7,4,1,Won,23,55,1,1,36,1.8,No,No
ENG0000670,20240229,20240220,20240229,20240305,2,11,7,7,Won,112,284,11,27,46,25.7,No,No
ENG0000671,20240305,20240221,20240305,20240305,5,11,1,5,Lost,77,205,4,5,184,11.0,No,No
ENG0000672,20240305,20240218,20240305,20240305,19,0,5,2,Won,33,73,1,1,75,4.7,No,No
ENG0000673,20240307,20240221,20240307,20240308,19,14,5,3,Won,17,54,9,18,63,12.8,No,No
ENG0000674,20240308,20240226,20240308,20240310,19,13,6,1,Won,36,124,1,2,32,2.3,No,No
ENG0000675,20240309,20240225,20240309,20240309,19,13,1,3,Won,191,742,2,2,120,4.0,No,No
ENG0000676,20240311,20240307,20240311,20240312,19,13,5,2,Won,41,105,1,2,14,7.0,No,No
ENG0000677,20240312,20240226,20240312,20240314,19,12,1,2,Won,110,224,1,1,134,1.4,No,No
ENG0000678,20240313,20240302,20240313,20240317,16,12,4,6,Won,204,768,1,2,6,12.5,No,No
ENG0000679,20240314,20240307,20240314,20240315,19,11,5,2,Won,31,60,5,5,107,6.8,No,No
ENG0000680,20240316,20240310,20240316,20240318,5,10,5,4,Won,17,59,1,2,89,5.1,No,No
ENG0000681,20240320,20240303,20240320,20240321,19,8,4,1,Won,50,115,1,1,9,6.2,No,No
ENG0000682,20240322,20240320,20240322,20240322,2,6,5,7,Won,236,929,2,5,50,4.2,No,No
ENG0000683,20240322,20240311,20240322,20240325,5,13,1,4,Lost,75,149,1,2,186,8.9,No,No
ENG0000684,20240324,20240317,20240324,20240324,19,12,0,2,Won,3,0,0,0,8,6.4,No,No
ENG0000685,20240325,20240305,20240325,20240325,19,7,0,2,Won,18,0,14,0,15,4.1,No,No
ENG0000686,20240325,20240307,20240325,20240326,19,7,4,1,Won,25,42,0,0,42,1.6,No,No
ENG0000687,20240327,20240315,20240327,20240330,5,8,4,4,Won,10,26,4,7,164,5.3,No,No
ENG0000688,20240327,20240314,20240327,20240328,5,12,4,4,Won,136,346,2,3,162,10.0,No,No
ENG0000689,20240328,20240318,20240328,20240328,19,12,4,1,Won,26,79,0,0,15,7.9,No,No
ENG0000690,20240329,20240326,20240329,20240330,19,8,4,2,Won,30,85,13,34,79,1.8,No,No
ENG0000691,20240401,20240315,20240401,20240404,16,10,6,6,Won,57,185,7,12,99,14.7,No,No
ENG0000692,20240401,20240319,20240401,20240401,19,8,1,2,Won,34,41,3,6,37,2.8,No,No
ENG0000693,20240402,20240329,20240402,20240403,19,0,0,2,Won,5,0,3,0,12,6.1,No,No
ENG0000694,20240403,20240330,20240403,20240403,19,10,1,3,Won,82,184,7,8,37,9.8,No,No
ENG0000695,20240404,20240319,20240404,20240404,19,12,4,1,Won,45,116,2,5,8,1.8,No,No
ENG0000696,20240405,20240401,20240405,20240406,19,13,6,2,Won,6,16,0,0,174,2.7,No,No
ENG0000697,20240405,20240316,20240405,20240406,19,13,6,1,Won,9,28,2,4,83,4.7,No,No
ENG0000698,20240407,20240320,20240407,20240409,19,8,4,1,Won,38,53,1,1,36,1.3,No,No
ENG0000699,20240407,20240406,20240407,20240408,19,8,5,1,Won,54,126,2,4,97,5.7,No,No
ENG0000700,20240408,20240407,20240408,20240411,19,14,1,3,Won,310,1170,2,3,83,9.6,No,No
ENG0000701,20240409,20240324,20240409,20240410,19,0,0,1,Won,11,0,1,0,36,2.6,No,No
ENG0000702,20240409,20240323,20240409,20240409,19,13,6,2,Won,12,22,3,4,82,7.6,No,No
ENG0000703,20240415,20240407,20240415,20240415,19,6,1,3,Won,64,216,9,18,204,6.5,No,No
ENG0000704,20240415,20240408,20240415,20240419,16,9,7,8,Won,129,282,6,11,180,6.5,No,No
ENG0000705,20240416,20240401,20240416,20240420,16,11,1,6,Won,132,444,3,7,42,7.4,No,No
ENG0000706,20240416,20240328,20240416,20240416,19,13,5,1,Won,19,46,4,6,80,1.1,No,No
ENG0000707,20240417,20240410,20240417,20240420,5,8,6,4,Won,86,174,1,2,58,7.6,No,No
ENG0000708,20240418,20240404,20240418,20240419,19,11,6,2,Won,11,19,0,0,54,5.4,No,No
ENG0000709,20240418,20240406,20240418,20240419,19,0,0,1,Won,14,0,2,0,20,6.3,No,No
ENG0000710,20240419,20240409,20240419,20240422,5,9,1,4,Aborted,27,79,1,2,64,4.3,No,No
ENG0000711,20240421,20240412,20240421,20240426,2,9,1,7,Won,416,1406,4,10,433,4.1,No,No
ENG0000712,20240424,20240418,20240424,20240426,19,0,5,1,Won,33,119,7,8,32,7.5,No,No
ENG0000713,20240425,20240421,20240425,20240426,5,13,7,5,Won,60,223,2,3,33,3.0,No,No
ENG0000714,20240427,20240412,20240427,20240430,2,9,4,7,Won,552,2066,12,29,138,5.8,No,No
ENG0000715,20240428,20240418,20240428,20240430,19,11,1,1,Won,110,356,0,0,91,6.1,No,No
ENG0000716,20240429,20240412,20240429,20240501,19,12,1,2,Won,10,36,7,7,259,7.5,No,No
ENG0000717,20240430,20240415,20240430,20240501,19,13,0,1,Won,9,0,2,0,70,7.7,No,No
ENG0000718,20240501,20240415,20240501,20240501,19,13,1,1,Won,46,88,1,2,302,5.0,No,No
ENG0000719,20240502,20240429,20240502,20240502,19,7,4,2,Won,75,105,1,1,31,2.8,No,No
ENG0000720,20240502,20240417,20240502,20240503,19,13,4,1,Won,28,69,17,42,42,5.6,No,No
ENG0000721,20240502,20240501,20240502,20240502,19,13,0,1,Won,10,0,2,0,12,5.5,No,No
ENG0000722,20240503,20240418,20240503,20240504,19,0,1,1,Won,138,367,3,5,480,7.0,No,No
ENG0000723,20240503,20240421,20240503,20240506,5,8,6,4,Won,133,338,9,14,85,6.7,No,No
ENG0000724,20240504,20240424,20240504,20240505,5,10,2,5,Won,123,311,1,2,130,8.9,No,No
ENG0000725,20240505,20240426,20240505,20240507,19,7,4,2,Aborted,21,80,1,1,81,4.8,No,No
ENG0000726,20240505,20240425,20240505,20240505,19,13,1,2,Won,36,73,3,8,36,6.6,No,No
ENG0000727,20240505,20240426,20240505,20240507,5,7,1,4,Won,447,1714,1,2,23,15.4,No,No
ENG0000728,20240506,20240416,20240506,20240511,2,9,4,7,Won,299,974,0,0,762,9.9,No,No
ENG0000729,20240507,20240503,20240507,20240507,5,12,4,5,Won,74,179,17,25,157,10.5,No,No
ENG0000730,20240507,20240423,20240507,20240511,16,10,1,6,Won,192,667,6,17,225,14.8,No,No
ENG0000731,20240510,20240507,20240510,20240510,5,6,1,4,Aborted,190,566,3,5,143,9.9,No,No
ENG0000732,20240510,20240501,20240510,20240511,19,7,5,2,Won,70,139,1,1,19,3.4,No,No
ENG0000733,20240510,20240508,20240510,20240513,19,9,4,3,Won,9,10,0,0,102,7.2,No,No
ENG0000734,20240511,20240426,20240511,20240514,19,10,1,3,Aborted,178,661,1,2,37,13.5,No,No
ENG0000735,20240513,20240424,20240513,20240517,16,10,4,6,Won,129,342,1,2,78,9.7,No,No
ENG0000736,20240513,20240511,20240513,20240515,19,12,4,3,Won,22,55,6,15,48,12.3,No,No
ENG0000737,20240514,20240507,20240514,20240514,5,11,1,4,Won,268,398,1,1,31,11.9,No,No
ENG0000738,20240514,20240509,20240514,20240515,16,13,5,6,Won,262,486,5,9,312,18.5,No,No
ENG0000739,20240516,20240504,20240516,20240516,19,7,0,1,Won,29,0,3,0,29,7.6,No,No
ENG0000740,20240517,20240506,20240517,20240519,19,8,0,2,Won,11,0,1,0,11,6.6,No,No
ENG0000741,20240518,20240515,20240518,20240519,19,7,2,3,Won,29,69,5,14,78,15.3,No,No
ENG0000742,20240519,20240512,20240519,20240523,2,12,4,7,Won,76,158,1,1,76,14.5,No,No
ENG0000743,20240520,20240430,20240520,20240520,5,10,7,4,Won,57,221,2,5,100,9.5,No,No
ENG0000744,20240522,20240503,20240522,20240522,19,13,4,1,Lost,8,13,5,5,63,2.6,No,No
ENG0000745,20240522,20240504,20240522,20240524,5,11,5,4,Won,60,182,3,3,245,13.0,No,No
ENG0000746,20240523,20240516,20240523,20240523,19,8,4,2,Won,25,80,0,0,63,2.8,No,No
ENG0000747,20240523,20240516,20240523,20240526,16,6,6,8,Won,26,101,5,12,213,11.4,No,No
ENG0000748,20240524,20240516,20240524,20240525,19,6,1,3,Won,155,504,1,2,27,11.9,No,No
ENG0000749,20240524,20240509,20240524,20240526,5,8,4,4,Won,186,364,2,4,147,13.1,No,No
ENG0000750,20240525,20240508,20240525,20240526,5,9,1,4,Lost,87,105,2,2,125,2.9,No,No
ENG0000751,20240526,20240521,20240526,20240526,19,0,6,1,Won,32,116,1,1,25,3.3,No,No
ENG0000752,20240528,20240521,20240528,20240529,16,6,2,8,Won,80,151,3,7,266,5.5,No,No
ENG0000753,20240528,20240516,20240528,20240528,19,7,1,2,Won,12,18,7,8,46,6.7,No,No
ENG0000754,20240529,20240521,20240529,20240529,19,12,2,2,Won,104,306,2,2,115,5.6,No,No
ENG0000755,20240530,20240528,20240530,20240530,19,13,5,1,Won,13,17,12,31,59,4.4,No,No
ENG0000756,20240530,20240514,20240530,20240602,5,7,1,4,Won,1107,1507,2,2,70,9.0,No,No
ENG0000757,20240530,20240529,20240530,20240601,19,11,1,1,Won,116,320,0,0,25,4.8,No,No
ENG0000758,20240531,20240530,20240531,20240603,16,11,4,6,Won,369,874,14,31,293,9.3,No,No
ENG0000759,20240601,20240530,20240601,20240602,19,8,1,3,Won,29,68,3,4,25,10.3,No,No
ENG0000760,20240602,20240531,20240602,20240602,5,14,4,5,Won,60,178,2,3,9,11.9,No,No
ENG0000761,20240603,20240515,20240603,20240603,16,11,5,6,Won,59,197,1,2,17,11.4,No,No
ENG0000762,20240604,20240526,20240604,20240604,19,13,4,2,Won,58,114,2,5,16,7.8,No,No
ENG0000763,20240605,20240604,20240605,20240607,19,10,2,3,Won,49,111,0,0,12,15.7,No,No
ENG0000764,20240606,20240605,20240606,20240607,19,8,1,3,Lost,384,844,1,2,40,9.3,No,No
ENG0000765,20240607,20240606,20240607,20240608,19,0,4,2,Lost,25,37,0,0,54,3.7,No,No
ENG0000766,20240607,20240529,20240607,20240608,19,12,0,2,Won,15,0,0,0,63,4.5,No,No
ENG0000767,20240609,20240606,20240609,20240612,5,10,3,4,Won,183,432,1,2,25,8.8,No,No
ENG0000768,20240609,20240524,20240609,20240610,19,0,4,2,Won,60,88,1,1,68,6.8,No,No
ENG0000769,20240610,20240607,20240610,20240612,19,11,6,1,Won,44,100,1,1,85,7.0,No,No
ENG0000770,20240611,20240601,20240611,20240613,19,11,5,1,Won,15,33,0,0,48,1.4,No,No
ENG0000771,20240611,20240605,20240611,20240612,5,9,4,4,Won,190,346,9,13,231,13.9,No,No
ENG0000772,20240612,20240601,20240612,20240614,19,7,0,2,Won,21,0,0,0,10,4.3,No,No
ENG0000773,20240612,20240604,20240612,20240615,16,10,1,8,Won,158,418,12,15,1130,5.9,No,No
ENG0000774,20240613,20240531,20240613,20240613,19,11,1,2,Won,36,143,3,3,114,2.2,No,No
ENG0000775,20240614,20240610,20240614,20240615,19,11,1,1,Won,169,477,3,5,29,6.5,No,No
ENG0000776,20240614,20240528,20240614,20240615,19,12,4,1,Won,42,69,2,3,19,2.5,No,No
ENG0000777,20240614,20240527,20240614,20240618,2,13,7,7,Won,273,739,8,18,707,27.2,No,No
ENG0000778,20240616,20240530,20240616,20240618,5,10,1,4,Won,32,70,1,1,46,5.3,No,No
ENG0000779,20240616,20240611,20240616,20240619,5,8,1,4,Won,115,179,3,3,43,3.8,No,No
ENG0000780,20240618,20240610,20240618,20240619,5,9,2,4,Won,346,858,2,5,576,2.7,No,No
ENG0000781,20240619,20240602,20240619,20240620,16,13,1,6,Lost,415,651,0,0,307,20.7,No,No
ENG0000782,20240620,20240615,20240620,20240620,19,13,6,3,Won,17,61,3,8,24,13.2,No,No
ENG0000783,20240621,20240601,20240621,20240623,19,7,6,1,Won,145,308,9,9,96,1.9,No,No
ENG0000784,20240623,20240619,20240623,20240625,16,14,2,6,Won,858,1515,3,6,342,13.7,No,No
ENG0000785,20240623,20240614,20240623,20240625,19,8,5,2,Lost,35,136,25,62,28,6.5,No,No
ENG0000786,20240623,20240607,20240623,20240626,5,6,2,4,Won,104,197,0,0,13,13.4,No,No
ENG0000787,20240624,20240614,20240624,20240625,19,13,5,1,Won,39,132,3,7,205,4.6,No,No
ENG0000788,20240624,20240618,20240624,20240626,5,12,1,5,Won,88,200,26,30,282,8.5,No,No
ENG0000789,20240624,20240614,20240624,20240624,19,8,5,1,Won,30,96,3,7,189,2.1,No,No
ENG0000790,20240626,20240607,20240626,20240627,19,14,1,3,Won,118,251,1,1,272,13.3,No,No
ENG0000791,20240626,20240614,20240626,20240626,19,13,2,1,Won,68,264,1,1,30,1.8,No,No
ENG0000792,20240626,20240621,20240626,20240626,2,10,1,7,Won,164,202,0,0,30,16.1,No,No
ENG0000793,20240627,20240619,20240627,20240629,5,7,3,5,Won,86,327,7,15,41,6.2,No,No
