SnapshotDateKey,ConditionKey,ThreatIndex,TIESquadronsOperational,TIESquadronsTotal,SuperlaserChargePct,ShieldIntegrityPct,TurbolaserBatteriesOnline,TurbolaserBatteriesTotal,SortiesFlown
20210711,2,41.0,106,123,0.0,100.0,4669,5000,24
20210712,2,30.0,98,123,0.0,100.0,4730,5000,30
20210713,2,37.0,103,123,0.0,100.0,4530,5000,46
20210714,2,36.0,117,123,0.0,100.0,4678,5000,51
20210715,2,31.3,107,123,0.0,100.0,4752,5000,48
20210716,2,34.9,115,123,0.0,100.0,4719,5000,38
20210717,2,47.0,108,123,0.0,100.0,4797,5000,68
20210718,2,33.8,115,123,0.0,100.0,4513,5000,53
20210719,2,34.4,115,123,0.0,100.0,4853,5000,47
20210720,2,38.9,100,123,0.0,100.0,4865,5000,47
20210721,2,39.3,101,123,0.0,100.0,4583,5000,51
20210722,2,32.5,102,124,0.0,100.0,4622,5000,57
20210723,2,30.0,106,124,0.0,100.0,4559,5000,54
20210724,2,46.8,106,124,0.0,100.0,4658,5000,79
20210725,2,40.0,115,124,0.0,100.0,4705,5000,38
20210726,2,33.9,113,124,0.0,100.0,4869,5000,19
20210727,2,32.7,101,124,0.0,100.0,4563,5000,42
20210728,2,38.0,112,124,0.0,100.0,4785,5000,50
20210729,2,37.7,114,124,0.0,100.0,4681,5000,36
20210730,2,34.5,110,124,0.0,100.0,4864,5000,45
20210731,2,36.1,112,124,0.0,100.0,4861,5000,19
20210801,2,36.0,107,124,0.0,100.0,4801,5000,27
20210802,3,62.2,94,124,0.0,55.8,4719,5000,96
20210803,2,36.7,108,124,0.0,100.0,4897,5000,46
20210804,2,39.6,106,124,0.0,100.0,4943,5000,33
20210805,2,41.6,115,124,0.0,100.0,4520,5000,49
20210806,2,38.4,116,124,0.0,100.0,4876,5000,50
20210807,2,34.5,116,124,0.0,100.0,4856,5000,46
20210808,2,31.7,111,124,0.0,100.0,4717,5000,38
20210809,2,39.4,113,124,0.0,100.0,4748,5000,46
20210810,2,34.5,103,124,0.0,100.0,4808,5000,60
20210811,2,35.9,99,124,0.0,100.0,4801,5000,41
20210812,2,31.5,109,124,0.0,100.0,4557,5000,35
20210813,2,31.3,107,124,0.0,100.0,4851,5000,26
20210814,2,30.9,103,125,0.0,100.0,4897,5000,33
20210815,2,41.4,117,125,0.0,100.0,4515,5000,55
20210816,2,36.1,107,125,0.0,100.0,4787,5000,54
20210817,2,32.5,111,125,0.0,100.0,4786,5000,60
20210818,2,30.5,113,125,0.0,100.0,4885,5000,50
20210819,2,30.4,104,125,0.0,100.0,4507,5000,80
20210820,2,34.2,101,125,0.0,100.0,4682,5000,45
20210821,2,35.1,114,125,0.0,100.0,4543,5000,61
20210822,2,30.7,117,125,0.0,100.0,4557,5000,34
20210823,2,38.5,101,125,0.0,100.0,4761,5000,42
20210824,2,30.8,112,125,0.0,100.0,4902,5000,41
20210825,2,38.2,110,125,0.0,100.0,4670,5000,53
20210826,2,31.3,104,125,0.0,100.0,4626,5000,53
20210827,2,34.1,112,125,0.0,100.0,4887,5000,39
20210828,3,59.3,94,125,0.0,65.2,4741,5000,100
20210829,2,38.9,101,125,0.0,100.0,4853,5000,45
20210830,2,31.5,119,125,0.0,100.0,4684,5000,45
20210831,2,40.9,102,125,0.0,100.0,4858,5000,44
20210901,2,41.6,118,125,0.0,100.0,4677,5000,60
20210902,2,38.7,101,125,0.0,100.0,4826,5000,41
20210903,2,31.1,119,125,0.0,100.0,4753,5000,29
20210904,2,33.9,110,125,0.0,100.0,4891,5000,38
20210905,2,38.7,103,125,0.0,100.0,4685,5000,45
20210906,2,47.0,105,126,0.0,100.0,4502,5000,84
20210907,2,36.2,114,126,0.0,100.0,4695,5000,36
20210908,2,31.0,116,126,0.0,100.0,4921,5000,37
20210909,2,41.0,101,126,0.0,100.0,4599,5000,39
20210910,2,36.9,103,126,0.0,100.0,4713,5000,48
20210911,2,41.0,105,126,0.0,100.0,4760,5000,35
20210912,2,42.5,116,126,0.0,100.0,4510,5000,45
20210913,2,30.8,113,126,0.0,100.0,4897,5000,65
20210914,3,63.8,112,126,0.0,77.3,4797,5000,115
20210915,2,40.8,112,126,0.0,100.0,4682,5000,47
20210916,2,37.5,115,126,0.0,100.0,4830,5000,56
20210917,2,42.3,106,126,0.0,100.0,4559,5000,41
20210918,2,38.5,115,126,0.0,100.0,4934,5000,31
20210919,2,35.1,101,126,0.0,100.0,4798,5000,53
20210920,2,38.8,117,126,0.0,100.0,4670,5000,47
20210921,2,41.2,112,126,0.0,100.0,4542,5000,35
20210922,2,40.4,111,126,0.0,100.0,4915,5000,48
20210923,2,41.0,107,126,0.0,100.0,4780,5000,55
20210924,2,35.3,118,126,0.0,100.0,4854,5000,33
20210925,2,41.7,111,126,0.0,100.0,4803,5000,47
20210926,2,40.7,111,126,0.0,100.0,4807,5000,67
20210927,2,33.1,114,126,0.0,100.0,4799,5000,52
20210928,3,58.0,100,126,0.0,61.1,4750,5000,110
20210929,2,35.0,104,126,0.0,100.0,4707,5000,26
20210930,2,37.1,105,127,0.0,100.0,4849,5000,35
20211001,2,39.5,105,127,0.0,100.0,4685,5000,45
20211002,2,39.7,119,127,0.0,100.0,4832,5000,55
20211003,2,37.2,103,127,0.0,100.0,4803,5000,31
20211004,2,38.6,107,127,0.0,100.0,4885,5000,37
20211005,2,40.3,116,127,0.0,100.0,4662,5000,39
20211006,2,36.4,112,127,0.0,100.0,4805,5000,80
20211007,2,42.2,117,127,0.0,100.0,4869,5000,51
20211008,2,39.9,113,127,0.0,100.0,4540,5000,50
20211009,2,42.9,106,127,0.0,100.0,4697,5000,33
20211010,2,35.9,109,127,0.0,100.0,4507,5000,19
20211011,2,40.1,104,127,0.0,100.0,4759,5000,53
20211012,2,35.1,115,127,0.0,100.0,4675,5000,40
20211013,2,43.0,108,127,0.0,100.0,4835,5000,48
20211014,2,42.1,102,127,0.0,100.0,4832,5000,53
20211015,2,40.2,119,127,0.0,100.0,4853,5000,59
20211016,2,36.6,117,127,0.0,100.0,4900,5000,42
20211017,2,37.4,119,127,0.0,100.0,4520,5000,53
20211018,2,35.1,116,127,0.0,100.0,4529,5000,68
20211019,2,36.1,111,127,0.0,100.0,4759,5000,70
20211020,2,52.9,115,127,0.0,100.0,4615,5000,74
20211021,2,35.6,103,127,0.0,100.0,4842,5000,34
20211022,2,39.0,105,127,0.0,100.0,4569,5000,48
20211023,2,40.7,115,128,0.0,100.0,4578,5000,55
20211024,2,37.5,116,128,0.0,100.0,4830,5000,14
20211025,2,38.3,117,128,0.0,100.0,4543,5000,32
20211026,2,37.6,105,128,0.0,100.0,4503,5000,40
20211027,2,42.8,106,128,0.0,100.0,4736,5000,24
20211028,2,43.3,105,128,0.0,100.0,4629,5000,37
20211029,2,33.4,114,128,0.0,100.0,4940,5000,74
20211030,2,43.5,111,128,0.0,100.0,4683,5000,44
20211031,2,33.3,106,128,0.0,100.0,4674,5000,46
20211101,2,36.2,121,128,0.0,100.0,4869,5000,41
20211102,2,37.2,118,128,0.0,100.0,4793,5000,43
20211103,2,39.5,111,128,0.0,100.0,4751,5000,29
20211104,2,43.0,107,128,0.0,100.0,4765,5000,72
20211105,2,39.6,118,128,0.0,100.0,4570,5000,24
20211106,2,41.0,111,128,0.0,100.0,4839,5000,34
20211107,2,36.5,120,128,0.0,100.0,4521,5000,46
20211108,2,40.9,117,128,0.0,100.0,4778,5000,49
20211109,2,34.8,104,128,0.0,100.0,4552,5000,54
20211110,2,33.9,121,128,0.0,100.0,4508,5000,64
20211111,2,43.6,107,128,0.0,100.0,4541,5000,61
20211112,2,43.8,107,128,0.0,100.0,4528,5000,48
20211113,2,43.9,105,128,0.0,100.0,4501,5000,42
20211114,2,38.7,119,128,0.0,100.0,4826,5000,38
20211115,2,34.0,113,129,0.0,100.0,4925,5000,40
20211116,2,43.8,105,129,0.0,100.0,4738,5000,50
20211117,2,34.9,116,129,0.0,100.0,4702,5000,31
20211118,2,34.8,117,129,0.0,100.0,4868,5000,43
20211119,2,33.1,120,129,0.0,100.0,4565,5000,70
20211120,2,35.6,122,129,0.0,100.0,4613,5000,57
20211121,2,42.5,113,129,0.0,100.0,4894,5000,28
20211122,2,33.3,111,129,0.0,100.0,4774,5000,65
20211123,2,35.8,115,129,0.0,100.0,4567,5000,66
20211124,2,41.0,104,129,0.0,100.0,4693,5000,48
20211125,2,39.6,115,129,0.0,100.0,4516,5000,46
20211126,2,37.1,114,129,0.0,100.0,4725,5000,58
20211127,2,43.4,112,129,0.0,100.0,4805,5000,36
20211128,2,41.6,104,129,0.0,100.0,4753,5000,27
20211129,2,36.3,105,129,0.0,100.0,4771,5000,42
20211130,2,39.4,119,129,0.0,100.0,4766,5000,46
20211201,2,36.3,113,129,0.0,100.0,4899,5000,53
20211202,2,43.2,113,129,0.0,100.0,4847,5000,61
20211203,2,34.9,122,129,0.0,100.0,4688,5000,64
20211204,2,40.6,104,129,0.0,100.0,4930,5000,34
20211205,2,37.3,114,129,0.0,100.0,4656,5000,50
20211206,2,43.0,106,129,0.0,100.0,4778,5000,53
20211207,2,44.4,104,129,0.0,100.0,4509,5000,43
20211208,2,41.6,106,129,0.0,100.0,4795,5000,58
20211209,2,36.3,111,130,0.0,100.0,4914,5000,27
20211210,2,33.4,118,130,0.0,100.0,4539,5000,55
20211211,2,44.0,122,130,0.0,100.0,4705,5000,45
20211212,2,35.4,120,130,0.0,100.0,4759,5000,28
20211213,2,39.9,122,130,0.0,100.0,4931,5000,58
20211214,2,43.1,109,130,0.0,100.0,4917,5000,50
20211215,2,38.5,115,130,0.0,100.0,4551,5000,40
20211216,2,35.5,111,130,0.0,100.0,4698,5000,47
20211217,2,34.3,124,130,0.0,100.0,4548,5000,36
20211218,2,40.0,105,130,0.0,100.0,4878,5000,70
20211219,2,42.6,121,130,0.0,100.0,4683,5000,35
20211220,2,44.9,113,130,0.0,100.0,4724,5000,65
20211221,2,42.7,114,130,0.0,100.0,4548,5000,41
20211222,5,85.2,91,130,0.0,34.2,4760,5000,156
20211223,2,44.4,105,130,0.0,100.0,4836,5000,50
20211224,2,38.5,114,130,0.0,100.0,4502,5000,42
20211225,2,34.6,112,130,0.0,100.0,4832,5000,59
20211226,2,39.7,113,130,0.0,100.0,4560,5000,62
20211227,2,43.3,122,130,0.0,100.0,4501,5000,46
20211228,2,43.9,110,130,0.0,100.0,4705,5000,26
20211229,2,40.4,114,130,0.0,100.0,4733,5000,51
20211230,2,36.8,110,130,0.0,100.0,4547,5000,38
20211231,2,42.8,121,130,0.0,100.0,4815,5000,39
20220101,2,42.5,114,131,0.0,100.0,4770,5000,48
20220102,2,43.5,115,131,0.0,100.0,4624,5000,44
20220103,2,42.6,105,131,0.0,100.0,4885,5000,58
20220104,2,41.2,118,131,0.0,100.0,4894,5000,43
20220105,2,34.9,123,131,0.0,100.0,4924,5000,65
20220106,2,35.0,120,131,0.0,100.0,4802,5000,58
20220107,2,37.5,114,131,0.0,100.0,4795,5000,59
20220108,2,34.0,113,131,0.0,100.0,4785,5000,41
20220109,2,52.9,121,131,0.0,100.0,4882,5000,51
20220110,2,43.8,122,131,0.0,100.0,4701,5000,28
20220111,2,39.8,120,131,0.0,100.0,4843,5000,22
20220112,2,36.9,121,131,0.0,100.0,4506,5000,55
20220113,2,37.1,121,131,0.0,100.0,4562,5000,48
20220114,2,44.5,125,131,0.0,100.0,4676,5000,50
20220115,2,45.8,110,131,0.0,100.0,4871,5000,40
20220116,2,35.9,124,131,0.0,100.0,4771,5000,37
20220117,2,37.7,110,131,0.0,100.0,4596,5000,44
20220118,2,53.7,112,131,0.0,100.0,4933,5000,57
20220119,2,37.6,125,131,0.0,100.0,4912,5000,30
20220120,2,37.3,114,131,0.0,100.0,4930,5000,56
20220121,2,40.5,116,131,0.0,100.0,4713,5000,68
20220122,2,40.8,115,131,0.0,100.0,4883,5000,28
20220123,2,44.8,111,131,0.0,100.0,4615,5000,47
20220124,2,40.9,124,132,0.0,100.0,4523,5000,48
20220125,2,38.7,115,132,0.0,100.0,4863,5000,36
20220126,2,44.9,120,132,0.0,100.0,4856,5000,37
20220127,4,77.4,98,132,0.0,49.2,4937,5000,136
20220128,2,40.0,120,132,0.0,100.0,4725,5000,57
20220129,2,40.1,124,132,0.0,100.0,4501,5000,45
20220130,2,36.9,118,132,0.0,100.0,4797,5000,55
20220131,2,42.6,110,132,0.0,100.0,4927,5000,45
20220201,2,44.2,126,132,0.0,100.0,4867,5000,67
20220202,2,41.9,115,132,0.0,100.0,4574,5000,55
20220203,2,37.3,113,132,0.0,100.0,4704,5000,49
20220204,2,37.3,124,132,0.0,100.0,4662,5000,36
20220205,2,37.4,111,132,0.0,100.0,4916,5000,54
20220206,2,40.1,110,132,0.0,100.0,4755,5000,35
20220207,2,41.0,120,132,0.0,100.0,4740,5000,47
20220208,2,36.7,112,132,0.0,100.0,4932,5000,42
20220209,2,44.1,121,132,0.0,100.0,4500,5000,62
20220210,2,37.5,119,132,0.0,100.0,4749,5000,24
20220211,2,46.4,106,132,0.0,100.0,4893,5000,50
20220212,2,46.2,124,132,0.0,100.0,4529,5000,40
20220213,2,43.1,106,132,0.0,100.0,4723,5000,69
20220214,2,49.7,110,132,0.0,100.0,4669,5000,90
20220215,2,46.5,108,132,0.0,100.0,4739,5000,47
20220216,2,37.6,120,132,0.0,100.0,4688,5000,35
20220217,2,40.7,125,133,0.0,100.0,4871,5000,39
20220218,2,36.1,121,133,0.0,100.0,4777,5000,62
20220219,2,40.8,109,133,0.0,100.0,4807,5000,47
20220220,3,68.6,112,133,0.0,74.9,4682,5000,103
20220221,2,38.6,117,133,0.0,100.0,4605,5000,64
20220222,2,45.8,110,133,0.0,100.0,4866,5000,74
20220223,2,42.7,116,133,0.0,100.0,4577,5000,62
20220224,2,38.1,109,133,0.0,100.0,4863,5000,34
20220225,2,40.6,117,133,0.0,100.0,4555,5000,50
20220226,2,37.3,121,133,0.0,100.0,4539,5000,40
20220227,2,43.3,115,133,0.0,100.0,4525,5000,16
20220228,2,46.9,112,133,0.0,100.0,4903,5000,44
20220301,3,55.9,123,133,0.0,100.0,4636,5000,78
20220302,2,44.9,121,133,0.0,100.0,4764,5000,50
20220303,2,39.1,110,133,0.0,100.0,4756,5000,60
20220304,3,55.3,118,133,0.0,100.0,4889,5000,88
20220305,2,45.6,125,133,0.0,100.0,4684,5000,19
20220306,2,38.7,125,133,0.0,100.0,4645,5000,40
20220307,2,35.7,117,133,0.0,100.0,4558,5000,56
20220308,2,42.6,110,133,0.0,100.0,4599,5000,68
20220309,2,46.6,123,133,0.0,100.0,4760,5000,39
20220310,2,41.8,106,133,0.0,100.0,4896,5000,38
20220311,2,37.1,111,133,0.0,100.0,4914,5000,47
20220312,2,38.7,127,134,0.0,100.0,4647,5000,70
20220313,2,42.0,114,134,0.0,100.0,4522,5000,51
20220314,2,46.6,108,134,0.0,100.0,4609,5000,26
20220315,2,37.2,122,134,0.0,100.0,4579,5000,42
20220316,2,41.3,108,134,0.0,100.0,4674,5000,76
20220317,2,35.6,116,134,0.0,100.0,4918,5000,64
20220318,2,42.6,115,134,0.0,100.0,4923,5000,46
20220319,2,46.9,123,134,0.0,100.0,4701,5000,39
20220320,2,45.8,122,134,0.0,100.0,4628,5000,79
20220321,2,41.8,113,134,0.0,100.0,4636,5000,28
20220322,2,47.2,121,134,0.0,100.0,4501,5000,42
20220323,2,38.5,116,134,0.0,100.0,4845,5000,46
20220324,2,42.1,113,134,0.0,100.0,4773,5000,56
20220325,2,37.5,128,134,0.0,100.0,4531,5000,63
20220326,2,42.5,114,134,0.0,100.0,4903,5000,46
20220327,2,38.2,107,134,0.0,100.0,4553,5000,44
20220328,2,37.0,122,134,0.0,100.0,4887,5000,24
20220329,2,42.5,113,134,0.0,100.0,4807,5000,55
20220330,2,43.4,127,134,0.0,100.0,4874,5000,47
20220331,2,44.3,113,134,0.0,100.0,4725,5000,45
20220401,2,38.6,115,134,0.0,100.0,4857,5000,49
20220402,2,46.9,116,134,0.0,100.0,4714,5000,58
20220403,2,40.2,110,134,0.0,100.0,4622,5000,44
20220404,2,46.4,127,135,0.0,100.0,4662,5000,33
20220405,2,38.6,110,135,0.0,100.0,4532,5000,70
20220406,2,36.7,127,135,0.0,100.0,4557,5000,50
20220407,2,36.7,122,135,0.0,100.0,4520,5000,45
20220408,2,46.2,128,135,0.0,100.0,4942,5000,63
20220409,2,37.8,116,135,0.0,100.0,4846,5000,27
20220410,2,47.0,113,135,0.0,100.0,4699,5000,34
20220411,2,48.0,119,135,0.0,100.0,4871,5000,40
20220412,2,39.1,118,135,0.0,100.0,4716,5000,66
20220413,2,44.6,116,135,0.0,100.0,4523,5000,53
20220414,2,46.2,120,135,0.0,100.0,4815,5000,59
20220415,2,36.2,108,135,0.0,100.0,4861,5000,54
20220416,2,40.2,118,135,0.0,100.0,4920,5000,38
20220417,2,46.8,111,135,0.0,100.0,4652,5000,60
20220418,3,57.5,109,135,0.0,100.0,4694,5000,92
20220419,2,45.8,122,135,0.0,100.0,4565,5000,30
20220420,2,40.7,108,135,0.0,100.0,4809,5000,74
20220421,2,37.4,117,135,0.0,100.0,4823,5000,57
20220422,5,84.8,115,135,0.0,40.2,4639,5000,213
20220423,2,47.9,121,135,0.0,100.0,4849,5000,45
20220424,2,37.9,124,135,0.0,100.0,4795,5000,43
20220425,2,47.7,122,135,0.0,100.0,4652,5000,42
20220426,2,44.6,129,135,0.0,100.0,4806,5000,33
20220427,2,41.6,121,135,0.0,100.0,4509,5000,58
20220428,2,43.4,123,136,0.0,100.0,4722,5000,58
20220429,2,39.5,113,136,0.0,100.0,4629,5000,23
20220430,2,38.0,117,136,0.0,100.0,4572,5000,45
20220501,2,45.9,113,136,0.0,100.0,4824,5000,48
20220502,2,46.1,113,136,0.0,100.0,4557,5000,56
20220503,2,40.4,116,136,0.0,100.0,4707,5000,45
20220504,2,43.0,125,136,0.0,100.0,4517,5000,46
20220505,2,47.9,109,136,0.0,100.0,4651,5000,42
20220506,2,41.8,121,136,0.0,100.0,4822,5000,59
20220507,2,38.6,114,136,0.0,100.0,4695,5000,41
20220508,2,44.4,110,136,0.0,100.0,4903,5000,49
20220509,2,47.1,111,136,0.0,100.0,4699,5000,29
20220510,2,40.9,124,136,0.0,100.0,4867,5000,40
20220511,2,37.8,121,136,0.0,100.0,4599,5000,60
20220512,2,47.7,123,136,0.0,100.0,4616,5000,43
20220513,2,45.2,114,136,0.0,100.0,4899,5000,49
20220514,2,40.8,123,136,0.0,100.0,4807,5000,48
20220515,2,41.9,121,136,0.0,100.0,4571,5000,49
20220516,2,42.4,126,136,0.0,100.0,4794,5000,42
20220517,2,41.4,122,136,0.0,100.0,4901,5000,58
20220518,2,41.6,126,136,0.0,100.0,4660,5000,54
20220519,2,37.3,125,136,0.0,100.0,4881,5000,69
20220520,2,43.6,115,136,0.0,100.0,4707,5000,33
20220521,2,46.9,128,137,0.0,100.0,4578,5000,40
20220522,2,38.3,121,137,0.0,100.0,4828,5000,50
20220523,2,45.0,130,137,0.0,100.0,4697,5000,45
20220524,2,43.3,122,137,0.0,100.0,4920,5000,33
20220525,2,38.4,112,137,0.0,100.0,4672,5000,52
20220526,2,41.6,114,137,0.0,100.0,4532,5000,44
20220527,2,48.0,121,137,0.0,100.0,4940,5000,21
20220528,2,42.5,130,137,0.0,100.0,4713,5000,37
20220529,2,45.5,117,137,0.0,100.0,4563,5000,47
20220530,2,48.5,125,137,0.0,100.0,4853,5000,39
20220531,2,44.7,124,137,0.0,100.0,4799,5000,42
20220601,4,83.6,109,137,0.0,64.2,4732,5000,140
20220602,2,47.1,116,137,0.0,100.0,4911,5000,79
20220603,2,49.2,116,137,0.0,100.0,4670,5000,46
20220604,2,43.1,129,137,0.0,100.0,4867,5000,52
20220605,2,48.2,125,137,0.0,100.0,4624,5000,50
20220606,2,38.8,125,137,0.0,100.0,4832,5000,61
20220607,2,44.8,114,137,0.0,100.0,4700,5000,32
20220608,2,39.1,120,137,0.0,100.0,4647,5000,47
20220609,2,48.0,115,137,0.0,100.0,4631,5000,61
20220610,2,40.4,129,137,0.0,100.0,4589,5000,55
20220611,2,45.8,127,137,0.0,100.0,4869,5000,45
20220612,2,44.7,120,137,0.0,100.0,4734,5000,52
20220613,2,37.7,130,138,0.0,100.0,4652,5000,61
20220614,2,49.1,124,138,0.0,100.0,4733,5000,64
20220615,2,49.4,125,138,0.0,100.0,4891,5000,42
20220616,2,47.4,128,138,0.0,100.0,4933,5000,33
20220617,2,40.5,125,138,0.0,100.0,4732,5000,39
20220618,2,41.2,127,138,0.0,100.0,4634,5000,47
20220619,2,40.4,112,138,0.0,100.0,4562,5000,49
20220620,2,44.7,121,138,0.0,100.0,4796,5000,88
20220621,2,42.0,117,138,0.0,100.0,4819,5000,50
20220622,2,41.2,128,138,0.0,100.0,4620,5000,25
20220623,2,49.2,113,138,0.0,100.0,4852,5000,48
20220624,2,40.9,132,138,0.0,100.0,4934,5000,45
20220625,2,40.3,117,138,0.0,100.0,4673,5000,45
20220626,2,50.5,118,138,0.0,100.0,4897,5000,73
20220627,2,40.1,121,138,0.0,100.0,4648,5000,60
20220628,2,45.1,121,138,0.0,100.0,4901,5000,62
20220629,2,42.7,127,138,0.0,100.0,4860,5000,38
20220630,2,44.5,129,138,0.0,100.0,4692,5000,62
20220701,2,46.4,114,138,0.0,100.0,4521,5000,58
20220702,2,43.5,117,138,0.0,100.0,4626,5000,67
20220703,2,45.9,110,138,0.0,100.0,4798,5000,42
20220704,2,48.6,118,138,0.0,100.0,4929,5000,69
20220705,2,45.7,114,138,0.0,100.0,4729,5000,44
20220706,2,43.1,114,139,0.0,100.0,4836,5000,56
20220707,2,43.0,111,139,0.0,100.0,4789,5000,45
20220708,2,45.5,116,139,0.0,100.0,4727,5000,76
20220709,2,46.7,126,139,0.0,100.0,4516,5000,80
20220710,2,42.2,129,139,0.0,100.0,4612,5000,61
20220711,2,48.3,130,139,0.0,100.0,4669,5000,60
20220712,3,72.7,118,139,0.0,70.5,4934,5000,105
20220713,2,46.3,121,139,0.0,100.0,4943,5000,36
20220714,2,41.6,129,139,0.0,100.0,4860,5000,47
20220715,2,41.5,118,139,0.0,100.0,4893,5000,53
20220716,2,42.9,112,139,0.0,100.0,4884,5000,34
20220717,2,45.3,123,139,0.0,100.0,4643,5000,64
20220718,2,43.0,132,139,0.0,100.0,4705,5000,62
20220719,2,40.1,116,139,0.0,100.0,4936,5000,65
20220720,2,47.6,130,139,0.0,100.0,4569,5000,62
20220721,2,39.2,127,139,0.0,100.0,4878,5000,53
20220722,2,48.7,117,139,0.0,100.0,4773,5000,23
20220723,2,46.8,127,139,0.0,100.0,4898,5000,70
20220724,2,41.5,132,139,0.0,100.0,4931,5000,33
20220725,2,45.6,121,139,0.0,100.0,4763,5000,53
20220726,2,47.6,130,139,0.0,100.0,4909,5000,51
20220727,5,89.1,110,139,0.0,56.3,4941,5000,170
20220728,2,49.1,116,139,0.0,100.0,4854,5000,48
20220729,2,48.2,111,139,0.0,100.0,4787,5000,36
20220730,5,89.1,102,140,0.0,41.2,4882,5000,165
20220731,2,42.9,131,140,0.0,100.0,4938,5000,52
20220801,2,41.5,119,140,0.0,100.0,4754,5000,38
20220802,2,39.4,126,140,0.0,100.0,4669,5000,54
20220803,2,40.4,122,140,0.0,100.0,4741,5000,60
20220804,2,41.5,112,140,0.0,100.0,4749,5000,53
20220805,2,39.3,121,140,0.0,100.0,4617,5000,71
20220806,2,40.0,133,140,0.0,100.0,4583,5000,44
20220807,2,41.7,123,140,0.0,100.0,4915,5000,42
20220808,2,40.6,128,140,0.0,100.0,4794,5000,47
20220809,2,50.9,132,140,0.0,100.0,4550,5000,38
20220810,2,43.7,126,140,0.0,100.0,4710,5000,30
20220811,2,40.0,116,140,0.0,100.0,4796,5000,61
20220812,2,44.0,124,140,0.0,100.0,4663,5000,42
20220813,2,50.0,126,140,0.0,100.0,4689,5000,29
20220814,2,44.5,132,140,0.0,100.0,4626,5000,49
20220815,2,42.2,130,140,0.0,100.0,4878,5000,45
20220816,2,44.9,126,140,0.0,100.0,4642,5000,53
20220817,2,49.9,125,140,0.0,100.0,4588,5000,41
20220818,2,48.5,124,140,0.0,100.0,4631,5000,31
20220819,2,43.5,125,140,0.0,100.0,4633,5000,59
20220820,2,50.1,126,140,0.0,100.0,4821,5000,60
20220821,2,44.8,125,140,0.0,100.0,4576,5000,43
20220822,2,42.7,124,141,0.0,100.0,4833,5000,65
20220823,2,41.6,114,141,0.0,100.0,4626,5000,83
20220824,2,45.4,133,141,0.0,100.0,4766,5000,65
20220825,2,40.4,128,141,0.0,100.0,4894,5000,37
20220826,2,40.3,116,141,0.0,100.0,4885,5000,40
20220827,2,40.2,125,141,0.0,100.0,4552,5000,65
20220828,2,40.4,126,141,0.0,100.0,4694,5000,45
20220829,2,44.9,116,141,0.0,100.0,4814,5000,38
20220830,2,49.8,127,141,0.0,100.0,4521,5000,48
20220831,2,41.9,122,141,0.0,100.0,4730,5000,53
20220901,2,51.5,112,141,0.0,100.0,4943,5000,50
20220902,2,43.3,134,141,0.0,100.0,4755,5000,67
20220903,2,50.4,116,141,0.0,100.0,4854,5000,60
20220904,2,40.0,130,141,0.0,100.0,4901,5000,47
20220905,2,50.7,131,141,0.0,100.0,4562,5000,53
20220906,2,46.7,124,141,0.0,100.0,4638,5000,44
20220907,2,48.2,135,141,0.0,100.0,4501,5000,70
20220908,2,48.6,122,141,0.0,100.0,4796,5000,58
20220909,2,51.8,134,141,0.0,100.0,4535,5000,41
20220910,2,48.6,125,141,0.0,100.0,4825,5000,54
20220911,2,45.2,121,141,0.0,100.0,4530,5000,44
20220912,2,45.1,129,141,0.0,100.0,4825,5000,34
20220913,2,41.5,128,141,0.0,100.0,4761,5000,46
20220914,2,50.5,113,142,0.0,100.0,4883,5000,56
20220915,2,49.7,118,142,0.0,100.0,4668,5000,51
20220916,2,46.6,117,142,0.0,100.0,4560,5000,40
20220917,2,50.1,115,142,0.0,100.0,4943,5000,43
20220918,2,44.0,127,142,0.0,100.0,4780,5000,46
20220919,2,46.7,117,142,0.0,100.0,4806,5000,53
20220920,2,41.9,132,142,0.0,100.0,4895,5000,57
20220921,2,50.3,124,142,0.0,100.0,4504,5000,54
20220922,2,48.5,131,142,0.0,100.0,4786,5000,38
20220923,2,40.8,123,142,0.0,100.0,4912,5000,65
20220924,2,47.4,127,142,0.0,100.0,4668,5000,29
20220925,2,50.0,118,142,0.0,100.0,4721,5000,71
20220926,2,48.0,130,142,0.0,100.0,4916,5000,54
20220927,2,46.7,129,142,0.0,100.0,4937,5000,56
20220928,2,40.7,133,142,0.0,100.0,4577,5000,37
20220929,2,49.8,128,142,0.0,100.0,4589,5000,55
20220930,2,47.7,120,142,0.0,100.0,4570,5000,79
20221001,2,47.4,126,142,0.0,100.0,4811,5000,37
20221002,2,50.0,129,142,0.0,100.0,4620,5000,59
20221003,2,49.5,135,142,0.0,100.0,4555,5000,52
20221004,2,45.7,128,142,0.0,100.0,4578,5000,71
20221005,2,49.0,120,142,0.0,100.0,4727,5000,57
20221006,2,42.6,122,142,0.0,100.0,4587,5000,62
20221007,2,52.0,123,142,0.0,100.0,4943,5000,64
20221008,2,40.8,136,143,0.0,100.0,4905,5000,45
20221009,2,47.9,120,143,0.0,100.0,4879,5000,33
20221010,2,52.3,131,143,0.0,100.0,4851,5000,72
20221011,2,45.1,128,143,0.0,100.0,4767,5000,44
20221012,2,51.2,125,143,0.0,100.0,4547,5000,45
20221013,2,50.4,132,143,0.0,100.0,4767,5000,70
20221014,2,51.0,127,143,0.0,100.0,4813,5000,69
20221015,2,51.8,120,143,0.0,100.0,4920,5000,42
20221016,2,48.4,136,143,0.0,100.0,4720,5000,55
