MonthDateKey,DepartmentKey,RoleKey,Headcount,Hires,Separations,CombatLosses,AverageMonthlyPayCredits,PayrollCostCredits
20211231,14,4,989,0,10,0,12500,12362500
20211231,14,18,996,0,11,0,8500,8466000
20211231,15,11,16844,333,151,0,9200,154964800
20211231,15,12,3726,0,34,0,3100,11550600
20211231,15,16,9868,252,47,0,600,5920800
20211231,15,10,4805,72,56,0,6400,30752000
20211231,15,4,3084,0,17,0,12500,38550000
20211231,16,5,71861,0,582,117,4200,301816200
20211231,16,3,2836,295,23,0,19000,53884000
20211231,16,4,5566,283,33,0,12500,69575000
20211231,16,10,3697,323,31,0,6400,23660800
20211231,16,16,6549,357,78,0,600,3929400
20211231,17,14,7832,14,75,0,4600,36027200
20211231,17,5,2963,204,30,4,4200,12444600
20211231,17,16,1243,0,7,0,600,745800
20211231,17,4,734,0,6,0,12500,9175000
20211231,18,15,17958,92,163,0,11500,206517000
20211231,18,4,2995,0,13,0,12500,37437500
20211231,18,8,2936,0,31,0,4400,12918400
20211231,18,3,1541,88,15,0,19000,29279000
20211231,19,6,34695,993,530,182,5600,194292000
20211231,19,10,23749,663,178,0,6400,151993600
20211231,19,16,12051,1122,114,0,600,7230600
20211231,19,4,3782,0,30,0,12500,47275000
20211231,19,3,1511,0,16,0,19000,28709000
20211231,19,7,2379,148,19,2,5100,12132900
20211231,20,10,10617,504,112,0,6400,67948800
20211231,20,8,6127,89,60,0,4400,26958800
20211231,20,4,3718,0,26,0,12500,46475000
20211231,20,16,4042,282,36,0,600,2425200
20211231,20,3,1345,75,11,0,19000,25555000
20211231,21,10,20240,641,185,0,6400,129536000
20211231,21,8,12412,0,95,0,4400,54612800
20211231,21,4,7925,68,51,0,12500,99062500
20211231,21,16,7994,523,93,0,600,4796400
20211231,21,3,2519,0,29,0,19000,47861000
20211231,22,10,10408,203,70,0,6400,66611200
20211231,22,16,10048,0,107,0,600,6028800
20211231,22,17,2965,0,34,0,900,2668500
20211231,22,4,2026,4,17,0,12500,25325000
20211231,23,1,3196,280,37,0,42000,134232000
20211231,23,2,8089,117,74,0,28000,226492000
20211231,23,3,11285,68,132,0,19000,214415000
20211231,23,8,11596,734,77,0,4400,51022400
20211231,23,17,4040,90,23,0,900,3636000
20211231,24,10,10622,346,100,0,6400,67980800
20211231,24,8,6753,678,36,0,4400,29713200
20211231,24,4,3956,86,34,0,12500,49450000
20211231,24,16,3815,176,33,0,600,2289000
20211231,24,3,1282,68,14,0,19000,24358000
20220131,1,7,64548,0,760,265,5100,329194800
20220131,1,9,25142,0,286,0,7800,196107600
20220131,1,3,5422,154,53,0,19000,103018000
20220131,1,4,9996,0,110,0,12500,124950000
20220131,1,16,23270,1022,219,0,600,13962000
20220131,2,7,56105,4667,751,316,5100,286135500
20220131,2,10,11156,0,96,0,6400,71398400
20220131,2,4,6047,5,66,0,12500,75587500
20220131,2,16,5186,0,35,0,600,3111600
20220131,3,7,33935,2628,552,196,5100,173068500
20220131,3,10,9699,401,95,0,6400,62073600
20220131,3,4,4530,0,50,0,12500,56625000
20220131,3,16,4343,240,20,0,600,2605800
20220131,4,10,26147,1429,210,0,6400,167340800
20220131,4,8,15788,293,148,0,4400,69467200
20220131,4,4,10015,266,52,0,12500,125187500
20220131,4,16,9592,518,104,0,600,5755200
20220131,4,3,3256,146,16,0,19000,61864000
20220131,5,10,16215,1146,156,0,6400,103776000
20220131,5,8,9811,488,94,0,4400,43168400
20220131,5,4,6010,453,44,0,12500,75125000
20220131,5,16,5909,303,68,0,600,3545400
20220131,5,3,1974,57,20,0,19000,37506000
20220131,6,9,89287,0,537,0,7800,696438600
20220131,6,10,32001,1038,189,0,6400,204806400
20220131,6,16,18673,334,152,0,600,11203800
20220131,6,3,4517,0,39,0,19000,85823000
20220131,6,4,8059,100,48,0,12500,100737500
20220131,7,10,29688,0,236,0,6400,190003200
20220131,7,8,20281,783,200,0,4400,89236400
20220131,7,4,12216,1250,109,0,12500,152700000
20220131,7,16,11205,0,105,0,600,6723000
20220131,7,3,3866,8,18,0,19000,73454000
20220131,8,10,19912,0,197,0,6400,127436800
20220131,8,8,12751,637,147,0,4400,56104400
20220131,8,4,8065,481,38,0,12500,100812500
20220131,8,16,7939,158,95,0,600,4763400
20220131,8,3,2497,2,16,0,19000,47443000
20220131,9,10,25307,859,180,0,6400,161964800
20220131,9,8,16115,98,82,0,4400,70906000
20220131,9,4,9398,0,81,0,12500,117475000
20220131,9,16,9420,0,76,0,600,5652000
20220131,9,3,3109,44,36,0,19000,59071000
20220131,10,10,26525,977,123,0,6400,169760000
20220131,10,8,16726,0,76,0,4400,73594400
20220131,10,4,9532,0,94,0,12500,119150000
20220131,10,16,9695,83,85,0,600,5817000
20220131,10,3,3375,304,26,0,19000,64125000
20220131,11,10,43406,4337,468,0,6400,277798400
20220131,11,8,25028,0,154,0,4400,110123200
20220131,11,4,16305,691,191,0,12500,203812500
20220131,11,16,14984,330,141,0,600,8990400
20220131,11,3,5277,359,36,0,19000,100263000
20220131,12,10,15002,0,130,0,6400,96012800
20220131,12,8,10194,326,71,0,4400,44853600
20220131,12,4,5763,0,47,0,12500,72037500
20220131,12,16,5575,93,38,0,600,3345000
20220131,12,3,1999,149,18,0,19000,37981000
20220131,13,13,9263,0,71,0,2800,25936400
20220131,13,16,2343,56,17,0,600,1405800
20220131,13,10,770,0,4,0,6400,4928000
20220131,13,4,253,0,2,0,12500,3162500
20220131,14,12,21217,1445,177,0,3100,65772700
20220131,14,16,3735,130,32,0,600,2241000
20220131,14,4,1005,25,9,0,12500,12562500
20220131,14,18,988,0,7,0,8500,8398000
20220131,15,11,18248,1568,164,0,9200,167881600
20220131,15,12,3931,236,31,0,3100,12186100
20220131,15,16,10075,269,62,0,600,6045000
20220131,15,10,4777,18,46,0,6400,30572800
20220131,15,4,3142,76,18,0,12500,39275000
20220131,16,5,71007,0,644,247,4200,298229400
20220131,16,3,2645,0,30,0,19000,50255000
20220131,16,4,5438,0,23,0,12500,67975000
20220131,16,10,3467,0,19,0,6400,22188800
20220131,16,16,6554,44,39,0,600,3932400
20220131,17,14,8145,389,76,0,4600,37467000
20220131,17,5,2891,0,36,12,4200,12142200
20220131,17,16,1354,125,14,0,600,812400
20220131,17,4,780,50,4,0,12500,9750000
20220131,18,15,19039,1217,136,0,11500,218948500
20220131,18,4,3027,56,24,0,12500,37837500
20220131,18,8,3057,149,28,0,4400,13450800
20220131,18,3,1566,43,18,0,19000,29754000
20220131,19,6,36449,2266,512,108,5600,204114400
20220131,19,10,23145,0,211,0,6400,148128000
20220131,19,16,12066,83,68,0,600,7239600
20220131,19,4,3795,48,35,0,12500,47437500
20220131,19,3,1496,0,8,0,19000,28424000
20220131,19,7,2279,0,16,4,5100,11622900
20220131,20,10,10667,175,125,0,6400,68268800
20220131,20,8,6394,330,63,0,4400,28133600
20220131,20,4,4055,367,30,0,12500,50687500
20220131,20,16,3944,0,34,0,600,2366400
20220131,20,3,1279,0,9,0,19000,24301000
20220131,21,10,20031,0,97,0,6400,128198400
20220131,21,8,12999,719,132,0,4400,57195600
20220131,21,4,7724,0,65,0,12500,96550000
20220131,21,16,7456,0,61,0,600,4473600
20220131,21,3,2578,84,25,0,19000,48982000
20220131,22,10,10107,0,78,0,6400,64684800
20220131,22,16,9894,0,117,0,600,5936400
20220131,22,17,3207,257,15,0,900,2886300
20220131,22,4,2027,23,22,0,12500,25337500
20220131,23,1,3248,73,21,0,42000,136416000
20220131,23,2,8398,353,44,0,28000,235144000
20220131,23,3,12118,936,103,0,19000,230242000
20220131,23,8,11725,242,113,0,4400,51590000
20220131,23,17,3942,0,35,0,900,3547800
20220131,24,10,10406,0,105,0,6400,66598400
20220131,24,8,6307,0,65,0,4400,27750800
20220131,24,4,4070,150,36,0,12500,50875000
20220131,24,16,3986,192,21,0,600,2391600
20220131,24,3,1339,64,7,0,19000,25441000
20220228,1,7,63961,431,1018,343,5100,326201100
20220228,1,9,26556,1721,307,0,7800,207136800
20220228,1,3,5441,73,54,0,19000,103379000
20220228,1,4,10458,571,109,0,12500,130725000
20220228,1,16,22988,0,266,0,600,13792800
20220228,2,7,57209,1780,676,125,5100,291765900
20220228,2,10,12151,1102,107,0,6400,77766400
20220228,2,4,6366,352,33,0,12500,79575000
20220228,2,16,5325,185,46,0,600,3195000
20220228,3,7,34116,571,390,36,5100,173991600
20220228,3,10,8981,0,49,0,6400,57478400
20220228,3,4,4841,345,34,0,12500,60512500
20220228,3,16,4207,0,31,0,600,2524200
20220228,4,10,25033,0,106,0,6400,160211200
20220228,4,8,16839,1203,152,0,4400,74091600
20220228,4,4,9863,0,95,0,12500,123287500
20220228,4,16,9383,0,96,0,600,5629800
20220228,4,3,3356,118,18,0,19000,63764000
20220228,5,10,16172,39,82,0,6400,103500800
20220228,5,8,9384,0,43,0,4400,41289600
20220228,5,4,6069,114,55,0,12500,75862500
20220228,5,16,5676,0,50,0,600,3405600
20220228,5,3,1876,0,14,0,19000,35644000
20220228,6,9,92711,4448,1024,0,7800,723145800
20220228,6,10,32791,1116,326,0,6400,209862400
20220228,6,16,18107,0,182,0,600,10864200
20220228,6,3,4812,331,36,0,19000,91428000
20220228,6,4,8211,210,58,0,12500,102637500
20220228,7,10,30957,1590,321,0,6400,198124800
20220228,7,8,18645,0,188,0,4400,82038000
20220228,7,4,12080,0,101,0,12500,151000000
20220228,7,16,12286,1158,77,0,600,7371600
20220228,7,3,4075,255,46,0,19000,77425000
20220228,8,10,20283,560,189,0,6400,129811200
20220228,8,8,12831,161,81,0,4400,56456400
20220228,8,4,7502,0,88,0,12500,93775000
20220228,8,16,7971,113,81,0,600,4782600
20220228,8,3,2546,77,28,0,19000,48374000
20220228,9,10,26504,1471,274,0,6400,169625600
20220228,9,8,15830,0,187,0,4400,69652000
20220228,9,4,10218,911,91,0,12500,127725000
20220228,9,16,9484,111,47,0,600,5690400
20220228,9,3,3208,129,30,0,19000,60952000
20220228,10,10,25687,0,158,0,6400,164396800
20220228,10,8,16640,45,131,0,4400,73216000
20220228,10,4,10079,595,48,0,12500,125987500
20220228,10,16,9942,332,85,0,600,5965200
20220228,10,3,3372,26,29,0,19000,64068000
20220228,11,10,41495,0,497,0,6400,265568000
20220228,11,8,26602,1885,311,0,4400,117048800
20220228,11,4,16041,0,120,0,12500,200512500
20220228,11,16,16098,1179,65,0,600,9658800
20220228,11,3,5476,237,38,0,19000,104044000
20220228,12,10,15919,1051,134,0,6400,101881600
20220228,12,8,9881,0,110,0,4400,43476400
20220228,12,4,5895,158,26,0,12500,73687500
20220228,12,16,6117,614,72,0,600,3670200
20220228,12,3,1945,0,21,0,19000,36955000
20220228,13,13,9455,233,41,0,2800,26474000
20220228,13,16,2294,0,10,0,600,1376400
20220228,13,10,785,20,5,0,6400,5024000
20220228,13,4,265,13,1,0,12500,3312500
20220228,14,12,20289,0,187,0,3100,62895900
20220228,14,16,3675,0,37,0,600,2205000
20220228,14,4,1039,41,7,0,12500,12987500
20220228,14,18,1055,79,12,0,8500,8967500
20220228,15,11,17205,0,203,0,9200,158286000
20220228,15,12,3806,0,22,0,3100,11798600
20220228,15,16,9990,23,108,0,600,5994000
20220228,15,10,4776,53,54,0,6400,30566400
20220228,15,4,3269,144,17,0,12500,40862500
20220228,16,5,76231,6105,881,333,4200,320170200
20220228,16,3,2642,19,22,0,19000,50198000
20220228,16,4,5621,226,43,0,12500,70262500
20220228,16,10,3566,117,18,0,6400,22822400
20220228,16,16,6267,0,60,0,600,3760200
20220228,17,14,7810,0,60,0,4600,35926000
20220228,17,5,2783,0,31,15,4200,11688600
20220228,17,16,1314,0,12,0,600,788400
20220228,17,4,792,17,5,0,12500,9900000
20220228,18,15,19202,279,116,0,11500,220823000
20220228,18,4,3205,195,17,0,12500,40062500
20220228,18,8,2988,0,31,0,4400,13147200
20220228,18,3,1573,18,11,0,19000,29887000
20220228,19,6,36877,714,286,55,5600,206511200
20220228,19,10,22661,0,227,0,6400,145030400
20220228,19,16,11294,0,62,0,600,6776400
20220228,19,4,3766,0,27,0,12500,47075000
20220228,19,3,1630,151,17,0,19000,30970000
20220228,19,7,2412,165,32,6,5100,12301200
20220228,20,10,10676,114,105,0,6400,68326400
20220228,20,8,6523,200,71,0,4400,28701200
20220228,20,4,3815,0,37,0,12500,47687500
20220228,20,16,4014,110,40,0,600,2408400
20220228,20,3,1249,0,13,0,19000,23731000
20220228,21,10,21108,1297,220,0,6400,135091200
20220228,21,8,13304,383,78,0,4400,58537600
20220228,21,4,7556,0,79,0,12500,94450000
20220228,21,16,8196,776,36,0,600,4917600
20220228,21,3,2652,90,16,0,19000,50388000
20220228,22,10,10526,541,122,0,6400,67366400
20220228,22,16,10964,1156,86,0,600,6578400
20220228,22,17,3112,0,15,0,900,2800800
20220228,22,4,2029,16,14,0,12500,25362500
20220228,23,1,3247,17,18,0,42000,136374000
20220228,23,2,8634,336,100,0,28000,241752000
20220228,23,3,11680,0,136,0,19000,221920000
20220228,23,8,12255,604,74,0,4400,53922000
20220228,23,17,4114,221,49,0,900,3702600
20220228,24,10,10355,14,65,0,6400,66272000
20220228,24,8,6671,434,70,0,4400,29352400
20220228,24,4,3953,0,42,0,12500,49412500
20220228,24,16,3857,0,41,0,600,2314200
20220228,24,3,1279,0,7,0,19000,24301000
20220331,1,7,68014,5152,1099,304,5100,346871400
20220331,1,9,26237,0,158,0,7800,204648600
20220331,1,3,5257,0,42,0,19000,99883000
20220331,1,4,10568,166,56,0,12500,132100000
20220331,1,16,23582,730,136,0,600,14149200
20220331,2,7,56151,0,637,129,5100,286370100
20220331,2,10,11863,0,67,0,6400,75923200
20220331,2,4,6183,0,57,0,12500,77287500
20220331,2,16,5468,206,63,0,600,3280800
20220331,3,7,35866,2080,330,154,5100,182916600
20220331,3,10,9828,916,69,0,6400,62899200
20220331,3,4,4584,0,29,0,12500,57300000
20220331,3,16,4356,183,34,0,600,2613600
20220331,4,10,25159,258,132,0,6400,161017600
20220331,4,8,16107,0,144,0,4400,70870800
20220331,4,4,9770,0,43,0,12500,122125000
20220331,4,16,9745,433,71,0,600,5847000
20220331,4,3,3348,27,35,0,19000,63612000
20220331,5,10,15412,0,144,0,6400,98636800
20220331,5,8,10026,742,100,0,4400,44114400
20220331,5,4,6049,5,25,0,12500,75612500
20220331,5,16,5879,247,44,0,600,3527400
20220331,5,3,1931,67,12,0,19000,36689000
20220331,6,9,92284,0,390,0,7800,719815200
20220331,6,10,32324,0,206,0,6400,206873600
20220331,6,16,18329,411,189,0,600,10997400
20220331,6,3,4554,0,21,0,19000,86526000
20220331,6,4,7676,0,65,0,12500,95950000
20220331,7,10,32508,1883,332,0,6400,208051200
20220331,7,8,20035,1619,229,0,4400,88154000
20220331,7,4,12043,66,103,0,12500,150537500
20220331,7,16,11603,0,99,0,600,6961800
20220331,7,3,4066,20,29,0,19000,77254000
20220331,8,10,20835,801,249,0,6400,133344000
20220331,8,8,12499,0,111,0,4400,54995600
20220331,8,4,7524,106,84,0,12500,94050000
20220331,8,16,7924,24,71,0,600,4754400
20220331,8,3,2725,197,18,0,19000,51775000
20220331,9,10,26455,165,214,0,6400,169312000
20220331,9,8,15854,204,180,0,4400,69757600
20220331,9,4,10109,0,40,0,12500,126362500
20220331,9,16,9442,56,98,0,600,5665200
20220331,9,3,3385,192,15,0,19000,64315000
20220331,10,10,25337,0,167,0,6400,162156800
20220331,10,8,15847,0,111,0,4400,69726800
20220331,10,4,9657,0,86,0,12500,120712500
20220331,10,16,9389,0,92,0,600,5633400
20220331,10,3,3152,0,17,0,19000,59888000
20220331,11,10,40138,0,281,0,6400,256883200
20220331,11,8,26288,0,246,0,4400,115667200
20220331,11,4,16412,495,124,0,12500,205150000
20220331,11,16,16215,254,137,0,600,9729000
20220331,11,3,5509,71,38,0,19000,104671000
20220331,12,10,15566,0,138,0,6400,99622400
20220331,12,8,9984,158,55,0,4400,43929600
20220331,12,4,5825,0,48,0,12500,72812500
20220331,12,16,5881,0,49,0,600,3528600
20220331,12,3,1996,63,12,0,19000,37924000
20220331,13,13,9780,432,107,0,2800,27384000
20220331,13,16,2265,0,26,0,600,1359000
20220331,13,10,824,46,7,0,6400,5273600
20220331,13,4,258,0,2,0,12500,3225000
20220331,14,12,20854,673,108,0,3100,64647400
20220331,14,16,3596,0,34,0,600,2157600
20220331,14,4,1032,0,7,0,12500,12900000
20220331,14,18,1103,57,9,0,8500,9375500
20220331,15,11,17445,433,193,0,9200,160494000
20220331,15,12,3902,111,15,0,3100,12096200
20220331,15,16,9483,0,38,0,600,5689800
20220331,15,10,4584,0,35,0,6400,29337600
20220331,15,4,3311,64,22,0,12500,41387500
20220331,16,5,72460,0,971,401,4200,304332000
20220331,16,3,2763,136,15,0,19000,52497000
20220331,16,4,5639,76,58,0,12500,70487500
20220331,16,10,3638,110,38,0,6400,23283200
20220331,16,16,6645,431,53,0,600,3987000
20220331,17,14,7832,54,32,0,4600,36027200
20220331,17,5,2915,159,27,4,4200,12243000
20220331,17,16,1289,0,9,0,600,773400
20220331,17,4,791,5,6,0,12500,9887500
20220331,18,15,17900,0,159,0,11500,205850000
20220331,18,4,3061,0,27,0,12500,38262500
20220331,18,8,3190,237,35,0,4400,14036000
20220331,18,3,1523,0,17,0,19000,28937000
20220331,19,6,34908,0,407,95,5600,195484800
20220331,19,10,24158,1640,143,0,6400,154611200
20220331,19,16,12249,1071,116,0,600,7349400
20220331,19,4,3901,165,30,0,12500,48762500
20220331,19,3,1515,0,9,0,19000,28785000
20220331,19,7,2356,0,31,4,5100,12015600
20220331,20,10,10812,187,51,0,6400,69196800
20220331,20,8,6877,391,37,0,4400,30258800
20220331,20,4,3827,35,23,0,12500,47837500
20220331,20,16,4056,72,30,0,600,2433600
20220331,20,3,1280,43,12,0,19000,24320000
20220331,21,10,21154,187,141,0,6400,135385600
20220331,21,8,12638,0,147,0,4400,55607200
20220331,21,4,8081,561,36,0,12500,101012500
20220331,21,16,7705,0,75,0,600,4623000
20220331,21,3,2664,31,19,0,19000,50616000
20220331,22,10,10402,0,92,0,6400,66572800
20220331,22,16,10150,0,43,0,600,6090000
20220331,22,17,3179,98,31,0,900,2861100
20220331,22,4,2139,127,17,0,12500,26737500
20220331,23,1,3237,5,15,0,42000,135954000
20220331,23,2,8775,226,85,0,28000,245700000
20220331,23,3,11760,152,72,0,19000,223440000
20220331,23,8,11765,0,90,0,4400,51766000
20220331,23,17,4019,0,39,0,900,3617100
20220331,24,10,10711,460,104,0,6400,68550400
20220331,24,8,6809,180,42,0,4400,29959600
20220331,24,4,4053,119,19,0,12500,50662500
20220331,24,16,4129,308,36,0,600,2477400
20220331,24,3,1256,0,8,0,19000,23864000
20220430,1,7,69530,2171,655,339,5100,354603000
20220430,1,9,25582,0,135,0,7800,199539600
20220430,1,3,5545,317,29,0,19000,105355000
20220430,1,4,10220,0,90,0,12500,127750000
20220430,1,16,23641,341,282,0,600,14184600
20220430,2,7,54535,0,658,90,5100,278128500
20220430,2,10,11616,0,81,0,6400,74342400
20220430,2,4,6520,397,60,0,12500,81500000
20220430,2,16,5679,239,28,0,600,3407400
20220430,3,7,33058,0,358,126,5100,168595800
20220430,3,10,9598,0,92,0,6400,61427200
20220430,3,4,4666,136,54,0,12500,58325000
20220430,3,16,4215,0,44,0,600,2529000
20220430,4,10,27331,2414,242,0,6400,174918400
20220430,4,8,17085,1088,110,0,4400,75174000
20220430,4,4,9797,121,94,0,12500,122462500
20220430,4,16,9773,110,82,0,600,5863800
20220430,4,3,3236,0,30,0,19000,61484000
20220430,5,10,15134,0,180,0,6400,96857600
20220430,5,8,9507,0,41,0,4400,41830800
20220430,5,4,5931,0,43,0,12500,74137500
20220430,5,16,6066,233,46,0,600,3639600
20220430,5,3,1890,0,14,0,19000,35910000
20220430,6,9,92438,532,378,0,7800,721016400
20220430,6,10,31950,0,316,0,6400,204480000
20220430,6,16,19221,1090,198,0,600,11532600
20220430,6,3,4894,363,23,0,19000,92986000
20220430,6,4,8196,606,86,0,12500,102450000
20220430,7,10,31420,0,362,0,6400,201088000
20220430,7,8,20542,602,95,0,4400,90384800
20220430,7,4,12415,453,81,0,12500,155187500
20220430,7,16,11886,351,68,0,600,7131600
20220430,7,3,3799,0,38,0,19000,72181000
20220430,8,10,21416,816,235,0,6400,137062400
20220430,8,8,13670,1311,140,0,4400,60148000
20220430,8,4,8158,683,49,0,12500,101975000
20220430,8,16,8178,334,80,0,600,4906800
20220430,8,3,2596,0,14,0,19000,49324000
20220430,9,10,27571,1299,183,0,6400,176454400
20220430,9,8,15909,156,101,0,4400,69999600
20220430,9,4,9725,0,85,0,12500,121562500
20220430,9,16,10056,677,63,0,600,6033600
20220430,9,3,3261,0,19,0,19000,61959000
20220430,10,10,27324,2214,227,0,6400,174873600
20220430,10,8,16608,938,177,0,4400,73075200
20220430,10,4,10001,394,50,0,12500,125012500
20220430,10,16,10234,895,50,0,600,6140400
20220430,10,3,3442,308,18,0,19000,65398000
20220430,11,10,43098,3411,451,0,6400,275827200
20220430,11,8,26513,454,229,0,4400,116657200
20220430,11,4,15338,0,118,0,12500,191725000
20220430,11,16,15783,0,79,0,600,9469800
20220430,11,3,5108,0,25,0,19000,97052000
20220430,12,10,16008,597,155,0,6400,102451200
20220430,12,8,10256,344,72,0,4400,45126400
20220430,12,4,5818,19,26,0,12500,72725000
20220430,12,16,5910,75,46,0,600,3546000
20220430,12,3,2017,38,17,0,19000,38323000
20220430,13,13,10213,485,52,0,2800,28596400
20220430,13,16,2420,176,21,0,600,1452000
20220430,13,10,786,0,3,0,6400,5030400
20220430,13,4,270,14,2,0,12500,3375000
20220430,14,12,21041,370,183,0,3100,65227100
20220430,14,16,3580,6,22,0,600,2148000
20220430,14,4,1106,81,7,0,12500,13825000
20220430,14,18,1076,0,11,0,8500,9146000
20220430,15,11,18370,1130,205,0,9200,169004000
20220430,15,12,4169,289,22,0,3100,12923900
20220430,15,16,10291,905,97,0,600,6174600
20220430,15,10,4715,163,32,0,6400,30176000
20220430,15,4,3038,0,20,0,12500,37975000
20220430,16,5,74323,2430,567,130,4200,312156600
20220430,16,3,2919,177,21,0,19000,55461000
20220430,16,4,5330,0,42,0,12500,66625000
20220430,16,10,3663,49,24,0,6400,23443200
20220430,16,16,6309,0,75,0,600,3785400
20220430,17,14,8377,600,55,0,4600,38534200
20220430,17,5,2798,0,29,13,4200,11751600
20220430,17,16,1301,19,7,0,600,780600
20220430,17,4,829,44,6,0,12500,10362500
20220430,18,15,18532,854,222,0,11500,213118000
20220430,18,4,3058,25,28,0,12500,38225000
20220430,18,8,3284,120,26,0,4400,14449600
20220430,18,3,1607,93,9,0,19000,30533000
20220430,19,6,35061,511,358,136,5600,196341600
20220430,19,10,24210,190,138,0,6400,154944000
20220430,19,16,11925,0,58,0,600,7155000
20220430,19,4,3900,34,35,0,12500,48750000
20220430,19,3,1547,38,6,0,19000,29393000
20220430,19,7,2371,32,17,6,5100,12092100
20220430,20,10,10800,62,74,0,6400,69120000
20220430,20,8,6301,0,46,0,4400,27724400
20220430,20,4,3819,32,40,0,12500,47737500
20220430,20,16,3954,0,38,0,600,2372400
20220430,20,3,1388,121,13,0,19000,26372000
20220430,21,10,21183,128,99,0,6400,135571200
20220430,21,8,13446,955,147,0,4400,59162400
20220430,21,4,7872,0,65,0,12500,98400000
20220430,21,16,8259,599,45,0,600,4955400
20220430,21,3,2776,128,16,0,19000,52744000
20220430,22,10,11129,855,128,0,6400,71225600
20220430,22,16,10344,240,46,0,600,6206400
20220430,22,17,3331,177,25,0,900,2997900
20220430,22,4,2112,0,18,0,12500,26400000
20220430,23,1,3117,0,36,0,42000,130914000
20220430,23,2,9125,459,109,0,28000,255500000
20220430,23,3,11857,214,117,0,19000,225283000
20220430,23,8,11379,0,110,0,4400,50067600
20220430,23,17,4074,73,18,0,900,3666600
20220430,24,10,10479,0,64,0,6400,67065600
20220430,24,8,6753,0,54,0,4400,29713200
20220430,24,4,4120,110,43,0,12500,51500000
20220430,24,16,3898,0,21,0,600,2338800
20220430,24,3,1323,80,13,0,19000,25137000
20220531,1,7,68338,0,717,198,5100,348523800
20220531,1,9,26627,1160,115,0,7800,207690600
20220531,1,3,5458,0,35,0,19000,103702000
20220531,1,4,10277,125,68,0,12500,128462500
20220531,1,16,24796,1282,127,0,600,14877600
20220531,2,7,58286,4400,649,137,5100,297258600
20220531,2,10,11428,0,113,0,6400,73139200
20220531,2,4,6709,236,47,0,12500,83862500
20220531,2,16,5733,105,51,0,600,3439800
20220531,3,7,35604,2849,303,132,5100,181580400
20220531,3,10,9444,0,105,0,6400,60441600
20220531,3,4,4727,92,31,0,12500,59087500
20220531,3,16,4369,184,30,0,600,2621400
20220531,4,10,26686,0,196,0,6400,170790400
20220531,4,8,17098,163,150,0,4400,75231200
20220531,4,4,10312,561,46,0,12500,128900000
20220531,4,16,9627,0,95,0,600,5776200
20220531,4,3,3297,94,33,0,19000,62643000
20220531,5,10,16489,1464,109,0,6400,105529600
20220531,5,8,9845,448,110,0,4400,43318000
20220531,5,4,5973,82,40,0,12500,74662500
20220531,5,16,6293,275,48,0,600,3775800
20220531,5,3,2071,190,9,0,19000,39349000
20220531,6,9,100438,8608,608,0,7800,783416400
20220531,6,10,32063,246,133,0,6400,205203200
20220531,6,16,18742,0,136,0,600,11245200
20220531,6,3,4878,36,52,0,19000,92682000
20220531,6,4,7832,0,81,0,12500,97900000
20220531,7,10,33172,2106,354,0,6400,212300800
20220531,7,8,20763,323,102,0,4400,91357200
20220531,7,4,12223,0,76,0,12500,152787500
20220531,7,16,12092,315,109,0,600,7255200
20220531,7,3,3956,187,30,0,19000,75164000
20220531,8,10,20895,0,180,0,6400,133728000
20220531,8,8,12771,0,69,0,4400,56192400
20220531,8,4,7652,0,86,0,12500,95650000
20220531,8,16,7731,0,75,0,600,4638600
20220531,8,3,2586,16,26,0,19000,49134000
20220531,9,10,27838,482,215,0,6400,178163200
20220531,9,8,17250,1424,83,0,4400,75900000
20220531,9,4,9773,147,99,0,12500,122162500
20220531,9,16,9737,0,53,0,600,5842200
20220531,9,3,3411,165,15,0,19000,64809000
20220531,10,10,25470,0,139,0,6400,163008000
20220531,10,8,16345,0,151,0,4400,71918000
20220531,10,4,9549,0,39,0,12500,119362500
20220531,10,16,9555,0,42,0,600,5733000
20220531,10,3,3482,76,36,0,19000,66158000
20220531,11,10,42054,0,415,0,6400,269145600
20220531,11,8,26901,631,243,0,4400,118364400
20220531,11,4,16704,1453,87,0,12500,208800000
20220531,11,16,15796,191,178,0,600,9477600
20220531,11,3,5079,26,55,0,19000,96501000
20220531,12,10,16639,702,71,0,6400,106489600
20220531,12,8,10139,0,58,0,4400,44611600
20220531,12,4,6134,380,64,0,12500,76675000
20220531,12,16,5930,55,35,0,600,3558000
20220531,12,3,2061,60,16,0,19000,39159000
20220531,13,13,9934,0,94,0,2800,27815200
20220531,13,16,2343,0,17,0,600,1405800
20220531,13,10,839,58,5,0,6400,5369600
20220531,13,4,256,0,2,0,12500,3200000
20220531,14,12,21316,514,239,0,3100,66079600
20220531,14,16,3642,85,23,0,600,2185200
20220531,14,4,1039,0,9,0,12500,12987500
20220531,14,18,1027,0,10,0,8500,8729500
20220531,15,11,17673,0,177,0,9200,162591600
20220531,15,12,4078,0,29,0,3100,12641800
20220531,15,16,9618,0,89,0,600,5770800
20220531,15,10,4737,69,47,0,6400,30316800
20220531,15,4,3122,106,22,0,12500,39025000
20220531,16,5,71622,0,749,84,4200,300812400
20220531,16,3,2905,8,22,0,19000,55195000
20220531,16,4,5793,495,32,0,12500,72412500
20220531,16,10,3840,204,27,0,6400,24576000
20220531,16,16,6303,28,34,0,600,3781800
20220531,17,14,8571,238,44,0,4600,39426600
20220531,17,5,2916,146,28,17,4200,12247200
