SnapshotDateKey,ItemKey,LocationKey,OnHandQty,OnOrderQty,ReorderPoint,UnitCostCredits,InventoryValueCredits,StockStatus
20220523,20,10,885,0,284,860,761100,In Stock
20220523,21,12,419,4985,1221,140,58660,Reorder
20220523,21,13,472,5584,860,140,66080,Reorder
20220523,22,2,744,0,366,980,729120,In Stock
20220523,22,11,1325,0,257,980,1298500,In Stock
20220523,22,12,1261,0,263,980,1235780,In Stock
20220523,23,11,175,0,55,6200,1085000,In Stock
20220523,24,11,15,0,10,44000,660000,In Stock
20220523,24,2,21,0,12,44000,924000,In Stock
20220523,24,10,44,0,12,44000,1936000,In Stock
20220523,25,6,9,0,8,21500,193500,Low
20220523,25,11,40,0,9,21500,860000,In Stock
20220523,26,3,119,1433,349,310,36890,Reorder
20220523,27,1,17,323,66,2700,45900,Reorder
20220523,28,5,68,0,56,8900,605200,Low
20220523,29,13,199,1165,251,430,85570,Reorder
20220523,29,2,102,1710,243,430,43860,Reorder
20220523,30,5,17,1800,218,520,8840,Reorder
20220523,30,11,59,1474,268,520,30680,Reorder
20220523,31,4,36,0,8,96000,3456000,In Stock
20220523,31,1,32,0,10,96000,3072000,In Stock
20220523,32,1,42,243,77,3400,142800,Reorder
20220523,32,4,165,0,51,3400,561000,In Stock
20220523,33,1,300,0,62,5900,1770000,In Stock
20220523,33,4,240,0,57,5900,1416000,In Stock
20220523,33,14,265,0,60,5900,1563500,In Stock
20220523,34,5,42,0,9,72000,3024000,In Stock
20220523,34,1,35,0,11,72000,2520000,In Stock
20220523,34,4,31,0,10,72000,2232000,In Stock
20220523,35,2,2865,0,1017,45,128925,In Stock
20220523,35,11,2329,0,746,45,104805,In Stock
20220523,36,3,157,0,52,2300,361100,In Stock
20220523,36,13,140,0,69,2300,322000,In Stock
20220523,36,10,36,252,75,2300,82800,Reorder
20220523,37,11,797,0,225,1100,876700,In Stock
20220523,38,10,245,1441,380,1650,404250,Reorder
20220523,38,11,675,0,266,1650,1113750,In Stock
20220523,39,8,28,0,11,58000,1624000,In Stock
20220523,39,9,39,0,12,58000,2262000,In Stock
20220523,40,9,164,0,49,3900,639600,In Stock
20220523,40,11,121,0,45,3900,471900,In Stock
20220530,1,7,3394,0,744,180,610920,In Stock
20220530,1,8,4399,0,972,180,791820,In Stock
20220530,2,4,715,5995,821,90,64350,Reorder
20220530,2,7,3178,0,819,90,286020,In Stock
20220530,2,9,686,4555,1122,90,61740,Reorder
20220530,3,6,127,1247,365,640,81280,Reorder
20220530,4,11,419,0,221,420,175980,In Stock
20220530,5,9,4528,0,797,75,339600,In Stock
20220530,5,8,2044,0,1066,75,153300,In Stock
20220530,5,7,4352,0,731,75,326400,In Stock
20220530,6,8,652,0,339,1200,782400,In Stock
20220530,6,7,1325,0,380,1200,1590000,In Stock
20220530,6,9,488,0,339,1200,585600,In Stock
20220530,7,8,582,0,318,320,186240,In Stock
20220530,8,9,4465,0,827,140,625100,In Stock
20220530,8,7,3225,0,1114,140,451500,In Stock
20220530,8,8,1897,0,768,140,265580,In Stock
20220530,9,10,4338,0,802,60,260280,In Stock
20220530,9,13,4819,0,995,60,289140,In Stock
20220530,10,2,4737,0,1025,110,521070,In Stock
20220530,10,10,3374,0,957,110,371140,In Stock
20220530,10,11,2798,0,1085,110,307780,In Stock
20220530,11,14,195,0,76,4800,936000,In Stock
20220530,12,14,351,0,72,3100,1088100,In Stock
20220530,13,14,297,0,49,9500,2821500,In Stock
20220530,14,14,97,0,76,12400,1202800,Low
20220530,15,3,1168,0,324,240,280320,In Stock
20220530,15,14,63,1725,220,240,15120,Reorder
20220530,16,14,363,975,382,1900,689700,Reorder
20220530,17,10,276,0,74,7300,2014800,In Stock
20220530,17,12,207,0,47,7300,1511100,In Stock
20220530,17,6,47,320,64,7300,343100,Reorder
20220530,18,12,212,0,74,18600,3943200,In Stock
20220530,18,2,122,0,76,18600,2269200,In Stock
20220530,19,3,60,371,70,5400,324000,Reorder
20220530,19,11,254,0,75,5400,1371600,In Stock
20220530,20,10,691,0,284,860,594260,In Stock
20220530,21,12,4135,0,1221,140,578900,In Stock
20220530,21,13,5863,0,860,140,820820,In Stock
20220530,22,2,519,0,366,980,508620,In Stock
20220530,22,11,1177,0,257,980,1153460,In Stock
20220530,22,12,1038,0,263,980,1017240,In Stock
20220530,23,11,131,0,55,6200,812200,In Stock
20220530,24,11,8,43,10,44000,352000,Reorder
20220530,24,2,14,0,12,44000,616000,Low
20220530,24,10,38,0,12,44000,1672000,In Stock
20220530,25,6,2,48,8,21500,43000,Reorder
20220530,25,11,35,0,9,21500,752500,In Stock
20220530,26,3,1098,0,349,310,340380,In Stock
20220530,27,1,242,0,66,2700,653400,In Stock
20220530,28,5,17,298,56,8900,151300,Reorder
20220530,29,13,1167,0,251,430,501810,In Stock
20220530,29,2,1443,0,243,430,620490,In Stock
20220530,30,5,1516,0,218,520,788320,In Stock
20220530,30,11,961,0,268,520,499720,In Stock
20220530,31,4,32,0,8,96000,3072000,In Stock
20220530,31,1,27,0,10,96000,2592000,In Stock
20220530,32,1,219,0,77,3400,744600,In Stock
20220530,32,4,107,0,51,3400,363800,In Stock
20220530,33,1,264,0,62,5900,1557600,In Stock
20220530,33,4,181,0,57,5900,1067900,In Stock
20220530,33,14,222,0,60,5900,1309800,In Stock
20220530,34,5,35,0,9,72000,2520000,In Stock
20220530,34,1,27,0,11,72000,1944000,In Stock
20220530,34,4,24,0,10,72000,1728000,In Stock
20220530,35,2,2255,0,1017,45,101475,In Stock
20220530,35,11,1414,0,746,45,63630,In Stock
20220530,36,3,122,0,52,2300,280600,In Stock
20220530,36,13,111,0,69,2300,255300,In Stock
20220530,36,10,193,0,75,2300,443900,In Stock
20220530,37,11,488,0,225,1100,536800,In Stock
20220530,38,10,1341,0,380,1650,2212650,In Stock
20220530,38,11,444,0,266,1650,732600,In Stock
20220530,39,8,23,0,11,58000,1334000,In Stock
20220530,39,9,30,0,12,58000,1740000,In Stock
20220530,40,9,126,0,49,3900,491400,In Stock
20220530,40,11,87,0,45,3900,339300,In Stock
20220606,1,7,2530,0,744,180,455400,In Stock
20220606,1,8,3591,0,972,180,646380,In Stock
20220606,2,4,4313,0,821,90,388170,In Stock
20220606,2,7,2181,0,819,90,196290,In Stock
20220606,2,9,3917,0,1122,90,352530,In Stock
20220606,3,6,1053,0,365,640,673920,In Stock
20220606,4,11,156,1695,221,420,65520,Reorder
20220606,5,9,4046,0,797,75,303450,In Stock
20220606,5,8,1484,0,1066,75,111300,In Stock
20220606,5,7,3868,0,731,75,290100,In Stock
20220606,6,8,446,0,339,1200,535200,In Stock
20220606,6,7,1201,0,380,1200,1441200,In Stock
20220606,6,9,280,1221,339,1200,336000,Reorder
20220606,7,8,283,1285,318,320,90560,Reorder
20220606,8,9,4070,0,827,140,569800,In Stock
20220606,8,7,2440,0,1114,140,341600,In Stock
20220606,8,8,1334,0,768,140,186760,In Stock
20220606,9,10,3556,0,802,60,213360,In Stock
20220606,9,13,4093,0,995,60,245580,In Stock
20220606,10,2,3807,0,1025,110,418770,In Stock
20220606,10,10,2470,0,957,110,271700,In Stock
20220606,10,11,2072,0,1085,110,227920,In Stock
20220606,11,14,136,0,76,4800,652800,In Stock
20220606,12,14,302,0,72,3100,936200,In Stock
20220606,13,14,248,0,49,9500,2356000,In Stock
20220606,14,14,42,291,76,12400,520800,Reorder
20220606,15,3,867,0,324,240,208080,In Stock
20220606,15,14,1087,0,220,240,260880,In Stock
20220606,16,14,234,1079,382,1900,444600,Reorder
20220606,17,10,250,0,74,7300,1825000,In Stock
20220606,17,12,181,0,47,7300,1321300,In Stock
20220606,17,6,10,363,64,7300,73000,Reorder
20220606,18,12,185,0,74,18600,3441000,In Stock
20220606,18,2,214,0,76,18600,3980400,In Stock
20220606,19,3,29,387,70,5400,156600,Reorder
20220606,19,11,221,0,75,5400,1193400,In Stock
20220606,20,10,557,0,284,860,479020,In Stock
20220606,21,12,3143,0,1221,140,440020,In Stock
20220606,21,13,4833,0,860,140,676620,In Stock
20220606,22,2,402,0,366,980,393960,Low
20220606,22,11,979,0,257,980,959420,In Stock
20220606,22,12,742,0,263,980,727160,In Stock
20220606,23,11,81,0,55,6200,502200,In Stock
20220606,24,11,39,0,10,44000,1716000,In Stock
20220606,24,2,5,45,12,44000,220000,Reorder
20220606,24,10,28,0,12,44000,1232000,In Stock
20220606,25,6,29,0,8,21500,623500,In Stock
20220606,25,11,31,0,9,21500,666500,In Stock
20220606,26,3,847,0,349,310,262570,In Stock
20220606,27,1,197,0,66,2700,531900,In Stock
20220606,28,5,235,0,56,8900,2091500,In Stock
20220606,29,13,939,0,251,430,403770,In Stock
20220606,29,2,1298,0,243,430,558140,In Stock
20220606,30,5,1396,0,218,520,725920,In Stock
20220606,30,11,711,0,268,520,369720,In Stock
20220606,31,4,26,0,8,96000,2496000,In Stock
20220606,31,1,20,0,10,96000,1920000,In Stock
20220606,32,1,173,0,77,3400,588200,In Stock
20220606,32,4,74,0,51,3400,251600,In Stock
20220606,33,1,224,0,62,5900,1321600,In Stock
20220606,33,4,148,0,57,5900,873200,In Stock
20220606,33,14,176,0,60,5900,1038400,In Stock
20220606,34,5,29,0,9,72000,2088000,In Stock
20220606,34,1,22,0,11,72000,1584000,In Stock
20220606,34,4,21,0,10,72000,1512000,In Stock
20220606,35,2,1387,0,1017,45,62415,In Stock
20220606,35,11,641,4398,746,45,28845,Reorder
20220606,36,3,66,0,52,2300,151800,Low
20220606,36,13,58,334,69,2300,133400,Reorder
20220606,36,10,130,0,75,2300,299000,In Stock
20220606,37,11,360,0,225,1100,396000,In Stock
20220606,38,10,1038,0,380,1650,1712700,In Stock
20220606,38,11,310,0,266,1650,511500,Low
20220606,39,8,18,0,11,58000,1044000,In Stock
20220606,39,9,23,0,12,58000,1334000,In Stock
20220606,40,9,65,0,49,3900,253500,In Stock
20220606,40,11,33,240,45,3900,128700,Reorder
20220613,1,7,1778,0,744,180,320040,In Stock
20220613,1,8,3111,0,972,180,559980,In Stock
20220613,2,4,3643,0,821,90,327870,In Stock
20220613,2,7,1313,0,819,90,118170,In Stock
20220613,2,9,3528,0,1122,90,317520,In Stock
20220613,3,6,892,0,365,640,570880,In Stock
20220613,4,11,1565,0,221,420,657300,In Stock
20220613,5,9,3029,0,797,75,227175,In Stock
20220613,5,8,714,4810,1066,75,53550,Reorder
20220613,5,7,3243,0,731,75,243225,In Stock
20220613,6,8,201,1609,339,1200,241200,Reorder
20220613,6,7,907,0,380,1200,1088400,In Stock
20220613,6,9,160,1364,339,1200,192000,Reorder
20220613,7,8,105,1318,318,320,33600,Reorder
20220613,8,9,3588,0,827,140,502320,In Stock
20220613,8,7,1795,0,1114,140,251300,In Stock
20220613,8,8,373,5728,768,140,52220,Reorder
20220613,9,10,3101,0,802,60,186060,In Stock
20220613,9,13,3702,0,995,60,222120,In Stock
20220613,10,2,2962,0,1025,110,325820,In Stock
20220613,10,10,1588,0,957,110,174680,In Stock
20220613,10,11,4471,0,1085,110,491810,In Stock
20220613,11,14,82,0,76,4800,393600,Low
20220613,12,14,239,0,72,3100,740900,In Stock
20220613,13,14,202,0,49,9500,1919000,In Stock
20220613,14,14,225,0,76,12400,2790000,In Stock
20220613,15,3,580,0,324,240,139200,In Stock
20220613,15,14,783,0,220,240,187920,In Stock
20220613,16,14,1167,0,382,1900,2217300,In Stock
20220613,17,10,220,0,74,7300,1606000,In Stock
20220613,17,12,121,0,47,7300,883300,In Stock
20220613,17,6,285,0,64,7300,2080500,In Stock
20220613,18,12,153,0,74,18600,2845800,In Stock
20220613,18,2,153,0,76,18600,2845800,In Stock
20220613,19,3,339,0,70,5400,1830600,In Stock
20220613,19,11,179,0,75,5400,966600,In Stock
20220613,20,10,1219,0,284,860,1048340,In Stock
20220613,21,12,2438,0,1221,140,341320,In Stock
20220613,21,13,4198,0,860,140,587720,In Stock
20220613,22,2,173,1558,366,980,169540,Reorder
20220613,22,11,700,0,257,980,686000,In Stock
20220613,22,12,501,0,263,980,490980,In Stock
20220613,23,11,210,0,55,6200,1302000,In Stock
20220613,24,11,32,0,10,44000,1408000,In Stock
20220613,24,2,40,0,12,44000,1760000,In Stock
20220613,24,10,19,0,12,44000,836000,In Stock
20220613,25,6,25,0,8,21500,537500,In Stock
20220613,25,11,22,0,9,21500,473000,In Stock
20220613,26,3,573,0,349,310,177630,In Stock
20220613,27,1,161,0,66,2700,434700,In Stock
20220613,28,5,181,0,56,8900,1610900,In Stock
20220613,29,13,707,0,251,430,304010,In Stock
20220613,29,2,1140,0,243,430,490200,In Stock
20220613,30,5,1157,0,218,520,601640,In Stock
20220613,30,11,567,0,268,520,294840,In Stock
20220613,31,4,17,0,8,96000,1632000,In Stock
20220613,31,1,16,0,10,96000,1536000,In Stock
20220613,32,1,115,0,77,3400,391000,In Stock
20220613,32,4,46,239,51,3400,156400,Reorder
20220613,33,1,161,0,62,5900,949900,In Stock
20220613,33,4,104,0,57,5900,613600,In Stock
20220613,33,14,113,0,60,5900,666700,In Stock
20220613,34,5,20,0,9,72000,1440000,In Stock
20220613,34,1,14,0,11,72000,1008000,Low
20220613,34,4,12,0,10,72000,864000,Low
20220613,35,2,585,3838,1017,45,26325,Reorder
20220613,35,11,3894,0,746,45,175230,In Stock
20220613,36,3,31,392,52,2300,71300,Reorder
20220613,36,13,322,0,69,2300,740600,In Stock
20220613,36,10,83,0,75,2300,190900,Low
20220613,37,11,80,1459,225,1100,88000,Reorder
20220613,38,10,786,0,380,1650,1296900,In Stock
20220613,38,11,117,1686,266,1650,193050,Reorder
20220613,39,8,9,43,11,58000,522000,Reorder
20220613,39,9,40,0,12,58000,2320000,In Stock
20220613,40,9,29,318,49,3900,113100,Reorder
20220613,40,11,225,0,45,3900,877500,In Stock
20220620,1,7,991,0,744,180,178380,In Stock
20220620,1,8,2646,0,972,180,476280,In Stock
20220620,2,4,2685,0,821,90,241650,In Stock
20220620,2,7,467,4810,819,90,42030,Reorder
20220620,2,9,2845,0,1122,90,256050,In Stock
20220620,3,6,619,0,365,640,396160,In Stock
20220620,4,11,1333,0,221,420,559860,In Stock
20220620,5,9,2419,0,797,75,181425,In Stock
20220620,5,8,170,5405,1066,75,12750,Reorder
20220620,5,7,2521,0,731,75,189075,In Stock
20220620,6,8,14,1593,339,1200,16800,Reorder
20220620,6,7,766,0,380,1200,919200,In Stock
20220620,6,9,24,1657,339,1200,28800,Reorder
20220620,7,8,1187,0,318,320,379840,In Stock
20220620,8,9,2717,0,827,140,380380,In Stock
20220620,8,7,829,4681,1114,140,116060,Reorder
20220620,8,8,5257,0,768,140,735980,In Stock
20220620,9,10,2643,0,802,60,158580,In Stock
20220620,9,13,3296,0,995,60,197760,In Stock
20220620,10,2,1970,0,1025,110,216700,In Stock
20220620,10,10,3309,0,957,110,363990,In Stock
20220620,10,11,3605,0,1085,110,396550,In Stock
20220620,11,14,39,267,76,4800,187200,Reorder
20220620,12,14,194,0,72,3100,601400,In Stock
20220620,13,14,160,0,49,9500,1520000,In Stock
20220620,14,14,164,0,76,12400,2033600,In Stock
20220620,15,3,427,0,324,240,102480,In Stock
20220620,15,14,555,0,220,240,133200,In Stock
20220620,16,14,1043,0,382,1900,1981700,In Stock
20220620,17,10,195,0,74,7300,1423500,In Stock
20220620,17,12,71,0,47,7300,518300,In Stock
20220620,17,6,222,0,64,7300,1620600,In Stock
20220620,18,12,112,0,74,18600,2083200,In Stock
20220620,18,2,115,0,76,18600,2139000,In Stock
20220620,19,3,279,0,70,5400,1506600,In Stock
20220620,19,11,128,0,75,5400,691200,In Stock
20220620,20,10,988,0,284,860,849680,In Stock
20220620,21,12,1552,0,1221,140,217280,Low
20220620,21,13,3353,0,860,140,469420,In Stock
20220620,22,2,50,1428,366,980,49000,Reorder
20220620,22,11,429,0,257,980,420420,In Stock
20220620,22,12,1109,0,263,980,1086820,In Stock
20220620,23,11,153,0,55,6200,948600,In Stock
20220620,24,11,23,0,10,44000,1012000,In Stock
20220620,24,2,32,0,12,44000,1408000,In Stock
20220620,24,10,11,50,12,44000,484000,Reorder
20220620,25,6,20,0,8,21500,430000,In Stock
20220620,25,11,16,0,9,21500,344000,In Stock
20220620,26,3,431,0,349,310,133610,Low
20220620,27,1,131,0,66,2700,353700,In Stock
20220620,28,5,154,0,56,8900,1370600,In Stock
20220620,29,13,482,0,251,430,207260,In Stock
20220620,29,2,877,0,243,430,377110,In Stock
20220620,30,5,851,0,218,520,442520,In Stock
20220620,30,11,447,0,268,520,232440,In Stock
20220620,31,4,12,0,8,96000,1152000,In Stock
20220620,31,1,7,44,10,96000,672000,Reorder
20220620,32,1,66,261,77,3400,224400,Reorder
20220620,32,4,6,310,51,3400,20400,Reorder
20220620,33,1,98,0,62,5900,578200,In Stock
20220620,33,4,50,275,57,5900,295000,Reorder
20220620,33,14,61,0,60,5900,359900,Low
20220620,34,5,13,0,9,72000,936000,In Stock
20220620,34,1,9,47,11,72000,648000,Reorder
20220620,34,4,5,38,10,72000,360000,Reorder
20220620,35,2,79,4444,1017,45,3555,Reorder
20220620,35,11,3104,0,746,45,139680,In Stock
20220620,36,3,6,359,52,2300,13800,Reorder
20220620,36,13,269,0,69,2300,618700,In Stock
20220620,36,10,45,245,75,2300,103500,Reorder
20220620,37,11,1029,0,225,1100,1131900,In Stock
20220620,38,10,534,0,380,1650,881100,In Stock
20220620,38,11,1679,0,266,1650,2770350,In Stock
20220620,39,8,1,57,11,58000,58000,Reorder
20220620,39,9,31,0,12,58000,1798000,In Stock
20220620,40,9,254,0,49,3900,990600,In Stock
20220620,40,11,202,0,45,3900,787800,In Stock
20220627,1,7,225,5461,744,180,40500,Reorder
20220627,1,8,2218,0,972,180,399240,In Stock
20220627,2,4,2077,0,821,90,186930,In Stock
20220627,2,7,0,4800,819,90,0,Stockout
20220627,2,9,2426,0,1122,90,218340,In Stock
20220627,3,6,372,0,365,640,238080,Low
20220627,4,11,1063,0,221,420,446460,In Stock
20220627,5,9,1775,0,797,75,133125,In Stock
20220627,5,8,3998,0,1066,75,299850,In Stock
20220627,5,7,1573,0,731,75,117975,In Stock
20220627,6,8,1406,0,339,1200,1687200,In Stock
20220627,6,7,524,0,380,1200,628800,In Stock
20220627,6,9,1406,0,339,1200,1687200,In Stock
20220627,7,8,1049,0,318,320,335680,In Stock
20220627,8,9,2068,0,827,140,289520,In Stock
20220627,8,7,72,4505,1114,140,10080,Reorder
20220627,8,8,4522,0,768,140,633080,In Stock
20220627,9,10,1956,0,802,60,117360,In Stock
20220627,9,13,2397,0,995,60,143820,In Stock
20220627,10,2,1379,0,1025,110,151690,In Stock
20220627,10,10,2308,0,957,110,253880,In Stock
20220627,10,11,2697,0,1085,110,296670,In Stock
20220627,11,14,235,0,76,4800,1128000,In Stock
20220627,12,14,152,0,72,3100,471200,In Stock
20220627,13,14,137,0,49,9500,1301500,In Stock
20220627,14,14,130,0,76,12400,1612000,In Stock
20220627,15,3,173,1577,324,240,41520,Reorder
20220627,15,14,330,0,220,240,79200,In Stock
20220627,16,14,794,0,382,1900,1508600,In Stock
20220627,17,10,154,0,74,7300,1124200,In Stock
20220627,17,12,8,366,47,7300,58400,Reorder
20220627,17,6,192,0,64,7300,1401600,In Stock
20220627,18,12,84,0,74,18600,1562400,Low
20220627,18,2,70,227,76,18600,1302000,Reorder
20220627,19,3,237,0,70,5400,1279800,In Stock
20220627,19,11,247,0,75,5400,1333800,In Stock
20220627,20,10,694,0,284,860,596840,In Stock
20220627,21,12,732,3706,1221,140,102480,Reorder
20220627,21,13,2900,0,860,140,406000,In Stock
20220627,22,2,1060,0,366,980,1038800,In Stock
20220627,22,11,1168,0,257,980,1144640,In Stock
20220627,22,12,928,0,263,980,909440,In Stock
20220627,23,11,100,0,55,6200,620000,In Stock
20220627,24,11,18,0,10,44000,792000,In Stock
20220627,24,2,28,0,12,44000,1232000,In Stock
20220627,24,10,5,55,12,44000,220000,Reorder
20220627,25,6,13,0,8,21500,279500,In Stock
20220627,25,11,8,55,9,21500,172000,Reorder
20220627,26,3,291,1240,349,310,90210,Reorder
20220627,27,1,81,0,66,2700,218700,Low
20220627,28,5,98,0,56,8900,872200,In Stock
20220627,29,13,877,0,251,430,377110,In Stock
20220627,29,2,596,0,243,430,256280,In Stock
20220627,30,5,691,0,218,520,359320,In Stock
20220627,30,11,175,1455,268,520,91000,Reorder
20220627,31,4,9,0,8,96000,864000,Low
20220627,31,1,1,44,10,96000,96000,Reorder
20220627,32,1,29,270,77,3400,98600,Reorder
20220627,32,4,245,0,51,3400,833000,In Stock
20220627,33,1,196,0,62,5900,1156400,In Stock
20220627,33,4,18,301,57,5900,106200,Reorder
20220627,33,14,31,248,60,5900,182900,Reorder
20220627,34,5,6,49,9,72000,432000,Reorder
20220627,34,1,4,57,11,72000,288000,Reorder
20220627,34,4,37,0,10,72000,2664000,In Stock
20220627,35,2,3991,0,1017,45,179595,In Stock
20220627,35,11,2597,0,746,45,116865,In Stock
20220627,36,3,275,0,52,2300,632500,In Stock
20220627,36,13,226,0,69,2300,519800,In Stock
20220627,36,10,222,0,75,2300,510600,In Stock
20220627,37,11,889,0,225,1100,977900,In Stock
20220627,38,10,306,1267,380,1650,504900,Reorder
20220627,38,11,1451,0,266,1650,2394150,In Stock
20220627,39,8,45,0,11,58000,2610000,In Stock
20220627,39,9,28,0,12,58000,1624000,In Stock
20220627,40,9,206,0,49,3900,803400,In Stock
20220627,40,11,145,0,45,3900,565500,In Stock
20220704,1,7,4736,0,744,180,852480,In Stock
20220704,1,8,1348,0,972,180,242640,In Stock
20220704,2,4,1425,0,821,90,128250,In Stock
20220704,2,7,4142,0,819,90,372780,In Stock
20220704,2,9,1521,0,1122,90,136890,In Stock
20220704,3,6,164,1122,365,640,104960,Reorder
20220704,4,11,806,0,221,420,338520,In Stock
20220704,5,9,4336,0,797,75,325200,In Stock
20220704,5,8,3487,0,1066,75,261525,In Stock
20220704,5,7,1086,0,731,75,81450,In Stock
20220704,6,8,1123,0,339,1200,1347600,In Stock
20220704,6,7,327,1395,380,1200,392400,Reorder
20220704,6,9,1179,0,339,1200,1414800,In Stock
20220704,7,8,820,0,318,320,262400,In Stock
20220704,8,9,1381,0,827,140,193340,In Stock
20220704,8,7,4200,0,1114,140,588000,In Stock
20220704,8,8,3509,0,768,140,491260,In Stock
20220704,9,10,957,0,802,60,57420,Low
20220704,9,13,1379,0,995,60,82740,In Stock
20220704,10,2,399,5638,1025,110,43890,Reorder
20220704,10,10,1723,0,957,110,189530,In Stock
20220704,10,11,1826,0,1085,110,200860,In Stock
20220704,11,14,198,0,76,4800,950400,In Stock
20220704,12,14,124,0,72,3100,384400,In Stock
20220704,13,14,74,0,49,9500,703000,In Stock
20220704,14,14,291,0,76,12400,3608400,In Stock
20220704,15,3,49,1569,324,240,11760,Reorder
20220704,15,14,77,1524,220,240,18480,Reorder
20220704,16,14,679,0,382,1900,1290100,In Stock
20220704,17,10,113,0,74,7300,824900,In Stock
20220704,17,12,263,0,47,7300,1919900,In Stock
20220704,17,6,153,0,64,7300,1116900,In Stock
20220704,18,12,27,315,74,18600,502200,Reorder
20220704,18,2,7,297,76,18600,130200,Reorder
20220704,19,3,186,0,70,5400,1004400,In Stock
20220704,19,11,223,0,75,5400,1204200,In Stock
20220704,20,10,437,0,284,860,375820,In Stock
20220704,21,12,73,4509,1221,140,10220,Reorder
20220704,21,13,2135,0,860,140,298900,In Stock
20220704,22,2,891,0,366,980,873180,In Stock
20220704,22,11,980,0,257,980,960400,In Stock
20220704,22,12,632,0,263,980,619360,In Stock
20220704,23,11,52,340,55,6200,322400,Reorder
20220704,24,11,10,38,10,44000,440000,Reorder
20220704,24,2,24,0,12,44000,1056000,In Stock
20220704,24,10,45,0,12,44000,1980000,In Stock
20220704,25,6,5,41,8,21500,107500,Reorder
20220704,25,11,2,59,9,21500,43000,Reorder
20220704,26,3,8,1475,349,310,2480,Reorder
20220704,27,1,54,243,66,2700,145800,Reorder
20220704,28,5,47,271,56,8900,418300,Reorder
20220704,29,13,587,0,251,430,252410,In Stock
20220704,29,2,425,0,243,430,182750,In Stock
20220704,30,5,448,0,218,520,232960,In Stock
20220704,30,11,17,1415,268,520,8840,Reorder
20220704,31,4,2,51,8,96000,192000,Reorder
20220704,31,1,38,0,10,96000,3648000,In Stock
20220704,32,1,252,0,77,3400,856800,In Stock
20220704,32,4,203,0,51,3400,690200,In Stock
20220704,33,1,158,0,62,5900,932200,In Stock
20220704,33,4,199,0,57,5900,1174100,In Stock
20220704,33,14,238,0,60,5900,1404200,In Stock
20220704,34,5,44,0,9,72000,3168000,In Stock
20220704,34,1,38,0,11,72000,2736000,In Stock
20220704,34,4,28,0,10,72000,2016000,In Stock
20220704,35,2,3383,0,1017,45,152235,In Stock
20220704,35,11,2149,0,746,45,96705,In Stock
20220704,36,3,220,0,52,2300,506000,In Stock
20220704,36,13,197,0,69,2300,453100,In Stock
20220704,36,10,178,0,75,2300,409400,In Stock
20220704,37,11,724,0,225,1100,796400,In Stock
20220704,38,10,109,1393,380,1650,179850,Reorder
20220704,38,11,1262,0,266,1650,2082300,In Stock
20220704,39,8,38,0,11,58000,2204000,In Stock
20220704,39,9,23,0,12,58000,1334000,In Stock
20220704,40,9,151,0,49,3900,588900,In Stock
20220704,40,11,100,0,45,3900,390000,In Stock
20220711,1,7,4306,0,744,180,775080,In Stock
20220711,1,8,800,4030,972,180,144000,Reorder
20220711,2,4,658,5443,821,90,59220,Reorder
20220711,2,7,3520,0,819,90,316800,In Stock
20220711,2,9,901,5017,1122,90,81090,Reorder
20220711,3,6,986,0,365,640,631040,In Stock
20220711,4,11,686,0,221,420,288120,In Stock
20220711,5,9,3631,0,797,75,272325,In Stock
20220711,5,8,2533,0,1066,75,189975,In Stock
20220711,5,7,663,3980,731,75,49725,Reorder
20220711,6,8,941,0,339,1200,1129200,In Stock
20220711,6,7,123,1691,380,1200,147600,Reorder
20220711,6,9,985,0,339,1200,1182000,In Stock
20220711,7,8,532,0,318,320,170240,In Stock
20220711,8,9,766,5933,827,140,107240,Reorder
20220711,8,7,3821,0,1114,140,534940,In Stock
20220711,8,8,2576,0,768,140,360640,In Stock
20220711,9,10,445,4675,802,60,26700,Reorder
20220711,9,13,744,5093,995,60,44640,Reorder
20220711,10,2,4166,0,1025,110,458260,In Stock
20220711,10,10,878,3695,957,110,96580,Reorder
20220711,10,11,944,5670,1085,110,103840,Reorder
20220711,11,14,152,0,76,4800,729600,In Stock
20220711,12,14,275,0,72,3100,852500,In Stock
20220711,13,14,20,343,49,9500,190000,Reorder
20220711,14,14,236,0,76,12400,2926400,In Stock
20220711,15,3,1493,0,324,240,358320,In Stock
20220711,15,14,1437,0,220,240,344880,In Stock
20220711,16,14,1282,0,382,1900,2435800,In Stock
20220711,17,10,69,301,74,7300,503700,Reorder
20220711,17,12,205,0,47,7300,1496500,In Stock
20220711,17,6,113,0,64,7300,824900,In Stock
20220711,18,12,1,322,74,18600,18600,Reorder
20220711,18,2,290,0,76,18600,5394000,In Stock
20220711,19,3,156,0,70,5400,842400,In Stock
20220711,19,11,186,0,75,5400,1004400,In Stock
20220711,20,10,228,1004,284,860,196080,Reorder
20220711,21,12,3876,0,1221,140,542640,In Stock
20220711,21,13,1290,0,860,140,180600,In Stock
20220711,22,2,679,0,366,980,665420,In Stock
20220711,22,11,781,0,257,980,765380,In Stock
20220711,22,12,399,0,263,980,391020,In Stock
20220711,23,11,283,0,55,6200,1754600,In Stock
20220711,24,11,6,51,10,44000,264000,Reorder
20220711,24,2,18,0,12,44000,792000,In Stock
20220711,24,10,38,0,12,44000,1672000,In Stock
20220711,25,6,36,0,8,21500,774000,In Stock
20220711,25,11,48,0,9,21500,1032000,In Stock
20220711,26,3,945,0,349,310,292950,In Stock
